ID	Label	Definition	Synonym	Subset	Xref_MESH	Xref_DOID	Xref_UMLS	Xref_CHEBI	Xref_GO	Xref_MONDO	Comment
ARDS_POI:01923	Neuromuscular blockade	Early use of neuromuscular blocking agents to decrease the proinflammatory response associated with acute respiratory distress syndrome and mechanical ventilation.	neuromuscular blocking agents (NMBAs)	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:64100			source:robot_template_row
ARDS_POI:01928	Oxygenation	Oxygen therapy targeting a partial pressure of arterial oxygen (Pao2) of 60 mmHg in patients with acute hypoxemic respiratory failure.	Lower oxygenation target (Pao2 60 mmHg)	POI_outcome	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01931	Mechanical ventilation	Use of noninvasive positive pressure ventilation in cancer patients requiring mechanical ventilatory support.	noninvasive mechanical ventilation	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01935	noninvasive ventilation		Noninvasive Ventilation Benefit Cancer Patients	POI_mechanism	D063687		C3179010				source:mechanism_node
ARDS_POI:01936	indocyanine green plasma disappearance rate	Noninvasive transcutaneous sensor measurement of indocyanine green plasma disappearance rate, compared to invasive aortic fiberoptic reference.	noninvasive measurement of indocyanine green plasma disappearance rate	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:5855			source:robot_template_row
ARDS_POI:01945	Bovine Surfactant Therapy	Endotracheal instillation of bovine surfactant in patients with acute respiratory distress syndrome.		POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01948	Neoplasms		cancer requiring ICU admission	POI_population	D009369	DOID:162	C0006826				source:robot_template_row
ARDS_POI:01952	Intensive insulin therapy	Intensive insulin therapy to maintain euglycemia in critically ill patients, preventing critical illness polyneuropathy/myopathy and reducing duration of mechanical ventilation.		POI_intervention	D007333		C0020542	CHEBI:145810			source:robot_template_row
ARDS_POI:01962	noninvasive ventilation	Early application of noninvasive ventilation in immunocompromised patients with acute hypoxemic respiratory failure.	early noninvasive ventilation	POI_intervention	D009335		C0028070				source:robot_template_row
ARDS_POI:01964	Corticosteroid therapy	Corticosteroids administered for prevention and treatment of acute respiratory distress syndrome in critically ill adults.	corticosteroids	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:50858			source:robot_template_row
ARDS_POI:01970	noninvasive ventilation	Application of noninvasive ventilation (NIV) immediately after extubation in patients with acute-on-chronic respiratory failure.	noninvasive ventilation after extubation	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01976	Non-invasive ventilation		Earlier Extubation With Niv	POI_mechanism	D000076142		C1997883				source:mechanism_node
ARDS_POI:01977	Non-invasive ventilation		Reduced Daily Ventilatory Duration Niv	POI_mechanism	D000076142		C1997883				source:mechanism_node
ARDS_POI:01978	Non-invasive ventilation		Increased Total Weaning Duration Niv	POI_mechanism	D000076142		C1997883				source:mechanism_node
ARDS_POI:01981	Spontaneous Breathing Trial	Spontaneous breathing trial for up to 60 minutes to assess weaning failure in mechanical ventilation patients.		POI_intervention	D013997		C0150093				source:robot_template_row
ARDS_POI:01986	Corticosteroid therapy	Prolonged administration of corticosteroids at 0.5-2.5 mg/kg/day methylprednisolone or equivalent for treatment of acute lung injury or acute respiratory distress syndrome.	Prolonged low-to-moderate dose corticosteroids	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:50858			source:robot_template_row
ARDS_POI:01990	Mechanical ventilation	Prone positioning during pressure-controlled mechanical ventilation to improve ventilation-perfusion relationships in severe ARDS.	Prone positioning during pressure-controlled mechanical ventilation	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01994	Enteral Nutrition	Provision of trophic (10 mL/hr) enteral nutrition for the initial 6 days of mechanical ventilation in patients with acute respiratory failure.	trophic enteral nutrition for initial 6 days	POI_intervention	D001281		C0011849				source:robot_template_row
ARDS_POI:01998	Thrombomodulin	Recombinant human soluble thrombomodulin administered intravenously at 0.06 mg/kg/day (max 6 mg/day) for 6 days for treatment of sepsis-associated coagulopathy.	recombinant human soluble thrombomodulin	POI_intervention	D014868		C0085293	CHEBI:81570			source:robot_template_row
ARDS_POI:02002	Positive end-expiratory pressure	Increasing PEEP in ARDS patients with higher lung recruitability reduces intratidal alveolar opening and closing, despite increased alveolar strain.	increasing PEEP to reduce alveolar opening/closing in ARDS	POI_mechanism	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02007	Atelectasis		Dependent Lung Atelectasis	POI_mechanism	D001261	DOID:9956	C0004144		GO:0097553		source:mechanism_node
ARDS_POI:02008	Mechanical ventilation		lung protective mechanical ventilation	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02012	Bilevel positive airway pressure	Applying bilevel positive airway pressure (BPV) in addition to conventional asthma treatment for patients with a severe asthmatic attack.	Bilevel positive airway pressure (BPV) for acute asthmatic attack	POI_intervention	D001249		C0004096				source:robot_template_row
ARDS_POI:02017	ventilatory ratio	Bedside index of impaired ventilation calculated as [minute ventilation (ml/min) × PaCO2 (mm Hg)]/(predicted body weight × 100 × 37.5).		POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02024	Acute respiratory distress syndrome	Systematic review and meta-analysis of studies evaluating long-term quality of life in survivors of acute respiratory distress syndrome.	Quality of life assessment in ARDS survivors	POI_outcome	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02026	Sivelestat	Small molecular weight inhibitor of neutrophil elastase.	Sivelestat (ONO-5046, Elaspol)	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:64039			source:robot_template_row
ARDS_POI:02029	Neutrophil Elastase Activity			POI_mechanism	D009593		C0027798		GO:0004298		source:mechanism_node
ARDS_POI:02034	Atelectasis		Redistribution Bloodflow Atelectasis	POI_mechanism	D001261	DOID:9956	C0004144		GO:0097553		source:mechanism_node
ARDS_POI:02039	Non-invasive ventilation	Non-invasive ventilation provided for 24 hours after extubation in patients with chronic respiratory disorders and hypercapnia.	Non-invasive ventilation after extubation	POI_intervention	D012128		C0035222				source:robot_template_row
ARDS_POI:02046	Endotracheal intubation		Airway Resistance Increase Intubation	POI_mechanism	D007442		C0021925				source:mechanism_node
ARDS_POI:02047	Work of Breathing Reduction by Non-invasive Positive Pressure Ventilation		Work Of Breathing Reduction Nppv	POI_mechanism	D045508		C0035196				source:mechanism_node
ARDS_POI:02048	Gas Exchange Improvement		Gas Exchange Improvement Nppv	POI_mechanism	D052638		C1254365		GO:0006810		source:mechanism_node
ARDS_POI:02056	Acute Respiratory Failure		De Novo Acute Respiratory Failure Pathogenesis	POI_mechanism	D012131	DOID:11162	C0235195		GO:0045444		source:mechanism_node
ARDS_POI:02057	pulmonary edema, cardiogenic		Cardiogenic Pulmonary Edema Pathogenesis	POI_mechanism	D011667	DOID:11395	C0034073		GO:0008217		source:mechanism_node
ARDS_POI:02058	Acute on Chronic Respiratory Failure		Acute On Chronic Respiratory Failure Pathogenesis	POI_mechanism	D047928	DOID:11162	C1145670			MONDO:0021113	source:mechanism_node
ARDS_POI:02059	respiratory muscle training	Home-based protocol using noninvasive ventilation and assisted coughing to prevent or reverse oxyhemoglobin desaturation and respiratory distress episodes in neuromuscular disease patients.	respiratory muscle aid protocol	POI_intervention	D011656		C0032943				source:robot_template_row
ARDS_POI:02068	Neuromuscular blockade	48-hour infusion of neuromuscular blocking agents in patients with acute respiratory distress syndrome.	48-hr neuromuscular blocking agents (NMBA) infusion	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:64100			source:robot_template_row
ARDS_POI:02071	Critical Illness	Deemphasizing syndromes, focus on underlying biological changes that underpin critical illness states and may be amenable to treatment.	Reconceptualization of critical illness	POI_mechanism	D003440	DOID:0050897	C0010346				source:robot_template_row
ARDS_POI:02075	Protective Ventilation	Intraoperative ventilation strategy targeting PEEP ≥5 cmH2O, tidal volume <10 mL/kg PBW, and plateau pressure <30 cmH2O.	Intraoperative protective ventilation	POI_intervention	D011656		C0032943				source:robot_template_row
ARDS_POI:02080	Physical Therapy, Intensive	Intensive physical therapy program for up to 4 weeks in patients with acute respiratory failure requiring mechanical ventilation.	Intensive PT program	POI_intervention	D012128		C0035222				source:robot_template_row
ARDS_POI:02084	Acute Respiratory Failure		Acute Respiratory Failure Rehabilitation	POI_mechanism	D012131	DOID:11162	C0035229				source:mechanism_node
ARDS_POI:02085	Body Mass Index	Higher body mass index	increased body mass index	POI_population	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02089	High-flow nasal cannula oxygen therapy	Combination of high-flow nasal oxygen with noninvasive ventilation applied immediately after extubation in high-risk patients.	High-flow nasal oxygen with noninvasive ventilation	POI_intervention	D011656		C0032943				source:robot_template_row
ARDS_POI:02093	N-acetylcysteine	Intravenous administration of N-acetylcysteine at 40 mg/kg/day for 3 days to enhance recovery from acute lung injury.	Intravenous N-acetylcysteine (NAC)	POI_intervention	D000109		C0001089	CHEBI:29017			source:robot_template_row
ARDS_POI:02102	Acute lung injury		Incidence of acute lung injury	POI_epidemiology	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02104	Corticosteroid therapy	Systemic corticosteroids given as an adjunct to standard care for community-acquired pneumonia.	Adjunctive corticosteroid therapy	POI_intervention	D011298	D011298	C0034065	CHEBI:50858			source:robot_template_row
ARDS_POI:02111	Acute respiratory distress syndrome	ARDS developing in patients with high functional status and minimal comorbidities at baseline.	ARDS in previously healthy patients	POI_population	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02114	Tidal volume ventilation	Mechanical ventilation strategy using volume-control mode, PEEP adjusted to lower inflection point, and tidal volume of 10 ml/kg to prevent lung overdistension.	Titration of tidal volume and induced hypercapnia	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02119	Patient-ventilator asynchrony	Observation and monitoring of patient-ventilator interactions to identify and attempt to mitigate trigger asynchrony in ventilator-dependent patients.	Assessment for patient-ventilator trigger asynchrony	POI_intervention	D055370		C1959922				source:robot_template_row
ARDS_POI:02125	Corticosteroid therapy	Seven-day treatment with 50 mg hydrocortisone every 6 hrs and 50 mcg 9-alpha-fludrocortisone once daily.	low-dose corticosteroids	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:50858			source:robot_template_row
ARDS_POI:02133	optoelectronic plethysmography	Non-invasive technique to measure regional chest wall volume changes in intensive care patients.		POI_intervention	D010919		C0033727				source:robot_template_row
ARDS_POI:02142	Tracheostomy	Tracheostomy procedure in ventilator-dependent patients to reduce the resistive work of breathing and respiratory muscle load.		POI_intervention	http://purl.bioontology.org/ontology/MESH/D014139		C0040590				source:robot_template_row
ARDS_POI:02151	Mechanical ventilation	Noninvasive mechanical ventilation delivered using full-face mask, nasal mask, or nasal plugs in patients with chronic hypercapnic respiratory failure.	noninvasive mechanical ventilation with three mask types	POI_intervention	D006386		C0019205				source:robot_template_row
ARDS_POI:02158	Sedation	Use of Bispectral Index, a numeric scale from 0-100 derived from EEG, to monitor sedation depth in mechanically ventilated ICU patients.	Bispectral Index for sedation monitoring in ICU	POI_intervention	D003612		C0036557				source:robot_template_row
ARDS_POI:02173	Music Therapy	Self-initiated patient music listening tailored by a music therapist during mechanical ventilation.	patient-directed music	POI_intervention	D009147		C0814193				source:robot_template_row
ARDS_POI:02177	respiratory therapist-driven weaning protocol	Protocol-driven weaning approach implemented by respiratory therapists, including daily screening, spontaneous breathing trials, and physician prompting.		POI_intervention	D012128		C0035222				source:robot_template_row
ARDS_POI:02184	Education program for ventilator-associated pneumonia prevention	Multifaceted education program for ICU staff including self-study module, in-service training, and visual aids to highlight best practices for preventing ventilator-associated pneumonia.	Education program for VAP prevention	POI_intervention	D011896		C0043299				source:robot_template_row
ARDS_POI:02187	Mechanical ventilation	FiO2 set to 1.0 during first 24 hours of mechanical ventilation for septic shock.	Hyperoxia during mechanical ventilation	POI_intervention	D012359		C0036406				source:robot_template_row
ARDS_POI:02191	High-flow nasal cannula oxygen therapy	Use of high-flow nasal oxygen as part of initial management for acute hypoxemic respiratory failure in immunocompromised patients.	High-flow oxygen as initial oxygenation strategy	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02204	Bronchoalveolar lavage	Fiberoptic bronchoscopy combined with bronchoalveolar lavage for diagnosis of acute respiratory failure in hematology and oncology patients.	Fiberoptic bronchoscopy with bronchoalveolar lavage	POI_intervention	D001847		C0005836				source:robot_template_row
ARDS_POI:02212	Hyperoxia	Elevated arterial oxygen levels during critical illness.	arterial hyperoxia	POI_intervention	D006585	DOID:3919	C0021179				source:robot_template_row
ARDS_POI:02213	Incentive Spirometry	Breathing exercise using a device that provides feedback to the patient on inspiratory flow and volume		POI_intervention	D013147		C0037046				source:robot_template_row
ARDS_POI:02215	High-flow nasal cannula oxygen therapy	High-flow nasal cannula oxygen therapy for patients with persistent acute respiratory failure.	high-flow nasal cannula oxygen (HFNC)	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02218	Immunomodulatory diet	Enteral nutrition formulas supplemented with immune-modulating components like arginine, glutamine, and/or fish oil.	Immune-modulating diets (IMDs)	POI_intervention	D004032		C0012155				source:robot_template_row
ARDS_POI:02225	Immune System Regulation		Immune Modulation	POI_mechanism	D056149		C1327365		GO:0002682		source:mechanism_node
ARDS_POI:02226	noninvasive ventilation		increased use of noninvasive ventilation	POI_intervention	D063087		C3858326				source:robot_template_row
ARDS_POI:02229	Acute respiratory distress syndrome	ARDS treatment protocol using advanced non-invasive ventilation options and/or extracorporeal membrane oxygenation (ECMO) based on predefined clinical criteria.	criteria-defined clinical algorithm for ARDS treatment	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02247	Acute respiratory distress syndrome	Nuclear factor-kappa B is activated in alveolar macrophages from patients with acute respiratory distress syndrome, potentially driving simultaneous upregulation of multiple proinflammatory cytokines.	NF-kappa B activation in ARDS alveolar macrophages	POI_mechanism	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02251	Corticosteroid therapy	Corticosteroids for the treatment of adult respiratory distress syndrome.	Corticosteroids for ARDS	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:50858			source:robot_template_row
ARDS_POI:02258	Respiratory muscle training	Inspiratory muscle strength training using a threshold inspiratory device with highest tolerated pressure, performed daily until successful weaning or 28 days.	Inspiratory muscle strength training	POI_intervention	D053580		C1140618				source:robot_template_row
ARDS_POI:02264	Mechanical Ventilation-Induced Respiratory Muscle Weakness		Mv Induced Inspiratory Muscle Weakness	POI_mechanism	D012119		C0035204				source:mechanism_node
ARDS_POI:02265	Acute respiratory distress syndrome	Inhaled nitric oxide, an endogenous vasodilator, to improve ventilation-perfusion matching and gas exchange in acute respiratory distress syndrome.	Inhaled nitric oxide for ARDS	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02269	Pulmonary Vascular Resistance		Pulmonary Vascular Resistance Reduction	POI_mechanism	D011666		C0034373		GO:0001985		source:mechanism_node
ARDS_POI:02275	Acute respiratory distress syndrome	American-European Consensus Conference clinical criteria for diagnosing ARDS	ARDS clinical criteria	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02278	High-flow nasal cannula oxygen therapy	High-flow nasal cannula therapy with stepwise increases in flow rate (30, 45, 60 L/min) to optimize physiologic parameters in acute hypoxemic respiratory failure.	high-flow nasal cannula at increasing flow rates	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02282	High-flow nasal cannula oxygen therapy		Dependent Lung Atelectasis Hfnc	POI_mechanism	D000066829		C4042833				source:mechanism_node
ARDS_POI:02283	High-flow nasal cannula oxygen therapy		Optimal Hfnc Flow Rate	POI_mechanism	D000066829		C4042833				source:mechanism_node
ARDS_POI:02284	High-flow nasal cannula oxygen therapy		Reduced Inspiratory Effort Hfnc	POI_mechanism	D000066829		C4042833				source:mechanism_node
ARDS_POI:02285	High-flow nasal cannula oxygen therapy		Improved Lung Aeration Hfnc	POI_mechanism	D000066829		C4042833				source:mechanism_node
ARDS_POI:02286	High-flow nasal cannula oxygen therapy		Improved Respiratory System Compliance Hfnc	POI_mechanism	D000066829		C4042833				source:mechanism_node
ARDS_POI:02296	Positive end-expiratory pressure	Systematic assessment of oxygenation at different PEEP and FiO2 settings to classify patients into ARDS, ALI, or acute respiratory failure based on lung injury severity.	PEEP and FiO2 titration to identify ARDS severity	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02300	Non-invasive ventilation	Use of non-invasive ventilation in a palliative care setting for end-stage cancer patients with acute respiratory failure and limited life expectancy.	Palliative non-invasive ventilation	POI_intervention	D004244		C0012833				source:robot_template_row
ARDS_POI:02305	Erythropoietin deficiency	Blunted erythropoietin response contributes to the development of anemia in critically ill patients.	inappropriately low EPO levels in critical illness	POI_mechanism	D000740	DOID:12810	C0002385	CHEBI:41922			source:robot_template_row
ARDS_POI:02318	Candida respiratory tract colonization	Presence of Candida species in respiratory samples of critically ill, mechanically ventilated patients.	Candida respiratory colonization	POI_context	D002175		C0006826				source:robot_template_row
ARDS_POI:02320	respiratory intensive care unit protocol	Prospective application of early activity protocol to respiratory failure patients transferred to a dedicated respiratory ICU.	early activity protocol in respiratory ICU	POI_intervention	D012128		C0034063				source:robot_template_row
ARDS_POI:02325	Early Mobilization		Early Activity Mobilization	POI_mechanism	D061046		C3539043				source:mechanism_node
ARDS_POI:02328	Lung recruitment maneuver	Application of 35-40 cmH2O CPAP for 30 seconds to recruit collapsed alveoli in ARDS patients ventilated with high PEEP.	Recruitment maneuver	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02333	Atelectasis		Atelectasis Reversal	POI_mechanism	D001261	DOID:9956	C0004144		GO:0097553		source:mechanism_node
ARDS_POI:02334	Ventilator-Induced Lung Injury		Ventilation Associated Lung Injury Reduction	POI_mechanism	D055370	DOID:0050903	C1305939		GO:0097553		source:mechanism_node
ARDS_POI:02340	nitric oxide inhalation	Inhalation of nitric oxide, a selective pulmonary vasodilator, for the treatment of acute respiratory distress syndrome.		POI_intervention	D012128	DOID:11394	C0035222	CHEBI:16480			source:robot_template_row
ARDS_POI:02344	Ventilation-perfusion mismatch		Ventilation Perfusion Mismatch Copd	POI_mechanism	D014664		C0231835				source:mechanism_node
ARDS_POI:02345	Hypoxic pulmonary vasoconstriction		Hypoxic Vasoconstriction Reversal	POI_mechanism					GO:0002040		source:mechanism_node
ARDS_POI:02346	Ventilation-Perfusion Mismatch		Ventilation Perfusion Matching Impairment	POI_mechanism	D012805		C0035832				source:mechanism_node
ARDS_POI:02348	Hypercapnic Acidosis	Elevated PaCO2 and low pH, proposed to have a protective effect against ventilator-associated lung injury.		POI_mechanism	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02354	Corticosteroid therapy	Corticosteroid use 7 days prior to ICU admission for critically ill H1N1 patients.	corticosteroid use before ICU admission	POI_risk_factor	D006638		C0011712	CHEBI:50858			source:robot_template_row
ARDS_POI:02358	Corticosteroid therapy		Corticosteroid Induced Immunosuppression	POI_mechanism	D000305		C0001617	CHEBI:50858			source:mechanism_node
ARDS_POI:02359	Antifungal immune response		Impaired Antifungal Defenses	POI_mechanism	D007109		C1155266		GO:0050832		source:mechanism_node
ARDS_POI:02360	Opportunistic Fungal Infection			POI_mechanism	D009896	DOID:0050828	C0029490				source:mechanism_node
ARDS_POI:02361	Treatment effect heterogeneity	Awareness that patients in critical care RCTs have wide variability in risk and thus in the absolute benefit they can derive from a given therapy.	Heterogeneity of treatment effect awareness in critical care RCTs	POI_mechanism	D011884		C0034067				source:robot_template_row
ARDS_POI:02364	Acute respiratory distress syndrome	Advanced age 70 years or older in patients with acute lung injury and ARDS.	old age >=70 in acute lung injury and ARDS	POI_population	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02371	Acute respiratory distress syndrome	Ketoconazole, a synthetic imidazole with anti-inflammatory activity, given enterally at 400 mg/day for up to 21 days for early treatment of acute lung injury (ALI) and acute respiratory distress syndrome (ARDS).	ketoconazole for early treatment of ALI and ARDS	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02384	Acute respiratory distress syndrome	Prospective observational study to identify prevalence of hyperinflammatory and hypoinflammatory ARDS phenotypes in critically ill patients with COVID-19-related ARDS.	Identification of ARDS phenotypes in COVID-19	POI_mechanism	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02389	Acute respiratory distress syndrome		Mortality Risk In Ards Hyperinflammation	POI_mechanism	D012128	DOID:11394	C0035222				source:mechanism_node
ARDS_POI:02390	Inflammatory response	Upregulation of proinflammatory cytokines IL-1, IL-6, and TNF-alpha in bronchoalveolar lavage of patients with status asthmaticus, despite concomitant increase in antiinflammatory mediators.	status asthmaticus inflammatory profile	POI_mechanism	D007249		C0021368		GO:0006954		source:robot_template_row
ARDS_POI:02395	Fluid responsiveness assessment	Resuscitation of septic shock guided by assessment of fluid responsiveness using passive leg raise to determine fluid bolus or vasopressor administration.	Resuscitation guided by fluid responsiveness assessment	POI_intervention	D012359		C0038315				source:robot_template_row
ARDS_POI:02399	Acute respiratory distress syndrome	Application of noninvasive positive pressure ventilation in the emergency department for patients with acute respiratory distress.	noninvasive positive pressure ventilation in acute respiratory distress	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02405	Acute respiratory distress syndrome	Inhalation of low concentrations of nitric oxide to improve oxygenation and reduce pulmonary vascular resistance in severe ARDS.	Inhaled nitric oxide for severe ARDS	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02411	Shunt reduction		Right To Left Shunt Reduction	POI_mechanism	D012769		C0036690				source:mechanism_node
ARDS_POI:02412	Respiratory Failure, Postoperative	Predictive model using preoperative factors to estimate risk of postoperative respiratory failure requiring prolonged mechanical ventilation or unplanned intubation.	postoperative respiratory failure risk calculator	POI_intervention	D011656	DOID:11394	C0032943				source:robot_template_row
ARDS_POI:02418	Continuous positive airway pressure	Prophylactic nasal continuous positive airway pressure at 10 cmH2O for at least 6 hours following cardiac surgery to prevent postoperative pulmonary complications.	Prophylactic nasal continuous positive airway pressure (nCPAP) following cardiac surgery	POI_intervention	D011656		C0032943				source:robot_template_row
ARDS_POI:02421	Acute respiratory distress syndrome	Intravenous administration of the xanthine derivative lisofylline (3 mg/kg q6h, max 300 mg) for early treatment of acute lung injury and acute respiratory distress syndrome.	Lisofylline for early treatment of acute lung injury / ARDS	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02424	Endotracheal intubation	Intubation within 24 hours of ICU admission for critically ill COVID-19 patients	Early intubation	POI_outcome	D000086382	U07.1	C5203680				source:robot_template_row
ARDS_POI:02432	PEEP titration	Individualized ventilation strategy combining PEEP titration to best respiratory system compliance and assessment of alveolar recruitment in patients with COVID-19-induced ARDS.	Individualised PEEP titration and alveolar recruitment in COVID-19 ARDS	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02436	Acute respiratory distress syndrome		Covid 19 Ards High Recruitment Potential	POI_mechanism	D012128	DOID:11394	C0035222				source:mechanism_node
ARDS_POI:02437	Sarilumab	Monoclonal antibody interleukin-6 receptor inhibitor		POI_intervention	D001293		C0050565	CHEBI:90779			source:robot_template_row
ARDS_POI:02443	High-Frequency Oscillatory Ventilation	High frequency oscillatory ventilation for acute lung injury and ARDS.	high frequency oscillation	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02447	Open lung ventilation strategy	Individualised ventilation strategy during one-lung ventilation combining alveolar recruitment manoeuvre to 40 cmH2O with PEEP titrated to best respiratory system compliance plus postop HFNO.	individualised open-lung approach during one-lung ventilation	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02453	High-flow nasal cannula oxygen therapy	Preoxygenation using high-flow nasal cannula oxygen combined with non-invasive ventilation, for hypoxaemic patients requiring intubation in the ICU.	HFNC + NIV preoxygenation	POI_intervention	D000066829		C4042833				source:robot_template_row
ARDS_POI:02459	High-flow nasal cannula oxygen therapy		Apnoeic Oxygenation Hfnc	POI_mechanism	D000066829	DOID:11394	C4042833				source:mechanism_node
ARDS_POI:02460	Non-invasive ventilation		Alveolar Recruitment Niv	POI_mechanism	D000076142		C1997883				source:mechanism_node
ARDS_POI:02461	Oxygenation		Preoxygenation Hypoxaemia Prevention	POI_mechanism	D010100		C0242402				source:mechanism_node
ARDS_POI:02462	Acute respiratory distress syndrome	Proinflammatory cytokine-primed neutrophils exhibit inappropriate adhesion and transendothelial migration, contributing to ARDS-associated lung injury.	proinflammatory cytokine-primed neutrophils in ARDS	POI_mechanism	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02471	Positive end-expiratory pressure	Decreasing PEEP in 5 cmH2O steps from 20/15 to 0 cmH2O in patients with acute lung injury to determine alveolar derecruitment and optimal PEEP.	decremental PEEP in acute lung injury	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02475	Respiratory Physiotherapy	Respiratory physiotherapy techniques including deep breathing, directed cough, and postural drainage to prevent pulmonary complications after abdominal surgery.		POI_intervention	D011656		C0032943				source:robot_template_row
ARDS_POI:02485	Acute respiratory distress syndrome	Assessment of pulmonary function abnormalities and their relationship to health-related quality of life in survivors of acute respiratory distress syndrome.	pulmonary function and health-related quality of life in ARDS survivors	POI_outcome	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02494	Tidal volume ventilation	Ventilation with high tidal volumes, identified as an independent risk factor for developing acute lung injury in patients with severe brain injury.	high tidal volume ventilation	POI_risk_factor	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02498	Traumatic Brain Injury		Severe Brain Injury Susceptibility	POI_mechanism	D006930	DOID:11018	C0876926				source:mechanism_node
ARDS_POI:02499	hypercapnia	Supplemental carbon dioxide administration to critically ill patients to raise CO2 concentrations and promote the protective effects of hypercapnia while reducing the injurious effects of hypocapnia.	therapeutic hypercapnia	POI_intervention	D006701	DOID:1321	C0020633				source:robot_template_row
ARDS_POI:02505	Airway Pressure Release Ventilation	Airway pressure release ventilation mode, with lower airway pressures and improved oxygenation parameters compared to volume-controlled inverse ratio ventilation in patients with acute lung injury.		POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02509	Critically ill patients	Cooling to reduce oxygen consumption and cardiac output in febrile critically ill patients, potentially facilitating resuscitation and preventing hypoxic injury.	Cooling for febrile critically ill patients	POI_population	D005334		C0015967				source:robot_template_row
ARDS_POI:02516	Oxygen Consumption		Oxygen Consumption Reduction	POI_mechanism	D010102		C0030054		GO:0015671		source:mechanism_node
ARDS_POI:02517	Cardiac Output, Low		Cardiac Output Reduction	POI_mechanism	D002303		C0155411				source:mechanism_node
ARDS_POI:02518	Factor VIIa, Tissue	Recombinant factor VIIa, a hemostatic agent approved for hemophilia, increasingly used for off-label indications.	recombinant factor VIIa	POI_intervention	D050280		C0053666	CHEBI:75347			source:robot_template_row
ARDS_POI:02524	Acute lung injury	Acute lung injury caused by trauma, with less severe lung epithelial and endothelial injury compared to other causes of acute lung injury.	trauma-associated acute lung injury	POI_population	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:02528	Lung Epithelial Injury			POI_mechanism	D055370		C0333246		GO:0035329		source:mechanism_node
ARDS_POI:02529	Lung Endothelial Injury			POI_mechanism	D055370		C0161527		GO:0031110		source:mechanism_node
ARDS_POI:02530	Lung Injury Biomarkers		Biomarkers Of Lung Injury	POI_mechanism	D019570		C0577744				source:mechanism_node
