ID	Label	Parent	Definition	Synonym	Xref_DOID	Xref_MESH	Xref_UMLS	Subset	Source_PMIDs	N_Sources	Xref_CHEBI	Xref_GO	Xref_MONDO	Normalized_Label
ARDS_POI:01469	soluble receptor for advanced glycation end products		Elevated plasma levels of soluble receptor for advanced glycation end products (sRAGE) associated with nonfocal CT-based ARDS lung imaging pattern.	elevated plasma sRAGE	DOID:11394	D012128	C0035222	POI_mechanism	27018314	1				
ARDS_POI:01470	Acute respiratory distress syndrome			Nonfocal ARDS CT pattern	DOID:11394	D012128	C0035222	POI_outcome	27018314	1				
ARDS_POI:01471	Impaired alveolar fluid clearance					D044484	C1145670	POI_mechanism	27018314	1		GO:0034045		
ARDS_POI:01472	Acute respiratory distress syndrome	GO:0008150		Ards Phenotyping Focal Nonfocal	DOID:11394	D012128	C0035222	POI_mechanism	27018314	1				
ARDS_POI:01473	RAGE signaling pathway	GO:0008150		Rage Pathway Activation		D011971	C1155361	POI_mechanism	27018314	1		GO:0008625		
ARDS_POI:01474	Acute respiratory distress syndrome			Reduced mortality from ARDS at 60 days	DOID:11394	D012128	C0035222	POI_outcome	24435203	1				
ARDS_POI:01475	Low tidal volume ventilation			Reduced mortality from ARDS at 60 days with low tidal volume		D012128	C0035222	POI_outcome	24435203	1				
ARDS_POI:01476	Low tidal volume ventilation				DOID:11394	D012128	C0035222	POI_context	31258917|7924367|16374174|24435203|27894328|12574072|26181219|30357256	8				
ARDS_POI:01477	Acute respiratory distress syndrome		Propose that the Berlin definition of ARDS be broadened to include patients treated with HFNO of at least 30 L/min who fulfil the other criteria for the Berlin definition of ARDS.	Expanded Berlin ARDS definition to include HFNO	DOID:11394	D012128	C0035222	POI_intervention	33915103	1				
ARDS_POI:01478	High-flow nasal cannula oxygen therapy			High-flow nasal oxygen physiological support		D000066829	C4042833	POI_mechanism	33915103	1				
ARDS_POI:01479	Acute respiratory distress syndrome			Pre-intubation ARDS recognition	DOID:11394	D012128	C0035222	POI_mechanism	33915103	1				
ARDS_POI:01480	High-flow nasal cannula oxygen therapy			High-flow nasal oxygen therapy		D000066829	C4042833	POI_intervention	25980660|33915103	2				
ARDS_POI:01481	Spontaneous Awakening Trial			Spontaneous Awakening Trials		D061388	C3697357	POI_intervention	18191684	1				
ARDS_POI:01482	Spontaneous Breathing Trial			Spontaneous Breathing Trials		D012121	C0581674	POI_intervention	18191684	1				
ARDS_POI:01483	Ventilator-free days			Days Breathing without Assistance		D018790	C0035222	POI_outcome	18191684	1				
ARDS_POI:01484	28-day mortality			Discharged Alive Within 28 Days		D017052	C0679868	POI_outcome	18191684	1				
ARDS_POI:01485	Mortality			1-Year Mortality		D009026	C0026565	POI_outcome	18191684	1				
ARDS_POI:01486	Delirium-free and coma-free days			Delirium/Coma-Free Days		D000230	C4319847	POI_outcome	18191684	1				
ARDS_POI:01487	Respiratory Mechanics					http://purl.bioontology.org/ontology/MESH/D015656	C0035254	POI_mechanism	18191684	1		GO:0007585		
ARDS_POI:01488	Sedation					D003612	C0036557	POI_mechanism	18191684	1				
ARDS_POI:01489	Delirium				SYMP:0000021	http://purl.bioontology.org/ontology/MESH/D003693	C0011206	POI_mechanism	18191684	1			MONDO:0045057	
ARDS_POI:01490	Spontaneous Breathing Trial		Daily screening of respiratory function by clinicians to identify patients capable of spontaneous breathing, followed by 2-hour trials and notification of physicians.	Daily screening and trials of spontaneous breathing		D012134	C0034063	POI_intervention	8948561	1				
ARDS_POI:01491	Spontaneous Breathing Trial			Daily screening and trials of spontaneous breathing		D015300	C0580003	POI_intervention	8948561	1				
ARDS_POI:01492	Mechanical ventilation			Reduced complications of mechanical ventilation		D008686	C0199470	POI_outcome	8948561	1				
ARDS_POI:01493	Intensive Care Unit Costs			Reduced ICU costs		D017721	C0021701	POI_outcome	8948561	1				
ARDS_POI:01494	Healthcare Costs			Reduced hospital costs		D017721	C0010684	POI_outcome	8948561	1				
ARDS_POI:01495	Mechanical ventilation			Respiratory failure requiring mechanical ventilation		D012134	C0034063	POI_context	8948561	1				
ARDS_POI:01496	Respiratory Failure	GO:0008150		Respiratory Failure Reversal Recognition	DOID:11162	D012131	C0035229	POI_mechanism	8948561	1				
ARDS_POI:01497	Mechanical ventilation	GO:0008150		Earlier Mechanical Ventilation Discontinuation		D008686	C0199470	POI_mechanism	8948561	1				
ARDS_POI:01498	Sedation		Nursing-implemented protocol for sedation administration during mechanical ventilation	Protocol-directed sedation		D003612	C0036557	POI_intervention	10628598	1				
ARDS_POI:01499	Critically ill patients			Medical intensive care setting		D016638		POI_context	10628598	1				
ARDS_POI:01500	Acute respiratory distress syndrome		Supportive care for critically ill ARDS patients, including refinements in ventilator and fluid management.	supportive care for ARDS	DOID:11394	D012128	C0035222	POI_intervention	17482987	1				
ARDS_POI:01501	Critically ill patients			Intensive care setting		D016638		POI_context	17482987	1				
ARDS_POI:01502	pressure-limited ventilation	ARDS_POI:01066	Ventilation strategy that limits peak airway pressure to ≤30 cmH2O and tidal volume to ≤8 mL/kg in patients at high risk for ARDS.	pressure- and volume-limited ventilation	DOID:11394	D012128	C0035222	POI_intervention	9449728	1				
ARDS_POI:01503	Acute respiratory distress syndrome			At high risk for ARDS	DOID:11394	D012128	C0035222	POI_population	9449728	1				
ARDS_POI:01504	high-frequency oscillatory ventilation		Use of high-frequency oscillatory ventilation for moderate-to-severe ARDS.	HFOV	DOID:11394	D012128	C0035222	POI_intervention	23339639|16137357|12897997|11445688	4				
ARDS_POI:01505	High-frequency oscillatory ventilation					D006300	C0020131	POI_intervention	23339639|16137357|12897997	3				
ARDS_POI:01506	Acute respiratory distress syndrome			Moderate-to-severe ARDS	DOID:11394	D012128	C0035222	POI_context	23339639	1				
ARDS_POI:01507	non-invasive positive pressure ventilation		Non-invasive positive pressure ventilation to manage respiratory failure in COPD exacerbations.	NPPV		D011556	C0034067	POI_intervention	12543832	1				
ARDS_POI:01508	Non-invasive positive pressure ventilation					D011556	C0034067	POI_intervention	12543832	1				
ARDS_POI:01509	Mortality			Reduced mortality in COPD exacerbation		D003171	C0010200	POI_outcome	12543832	1				
ARDS_POI:01510	Endotracheal intubation			Reduced need for intubation in COPD exacerbation		D007333	C0021311	POI_outcome	12543832	1				
ARDS_POI:01511	COPD exacerbation treatment failure			Reduced treatment failure in COPD exacerbation	DOID:0050741	D055424	C0242621	POI_outcome	12543832	1				
ARDS_POI:01512	respiratory function improvement			Improved respiratory parameters in COPD exacerbation	DOID:0050741	D012131	C0035203	POI_outcome	12543832	1		GO:0007585		
ARDS_POI:01513	Respiratory Failure			Respiratory failure due to COPD exacerbation	DOID:11162	D012131	C0034063	POI_context	12543832	1				
ARDS_POI:01514	Spontaneous breathing trial	ARDS_POI:01080	2-hour T-tube spontaneous breathing trial to assess readiness for extubation and discontinuation of mechanical ventilation.	T-tube spontaneous breathing trial		D011889	C0034585	POI_intervention	9279224	1				
ARDS_POI:01515	Pressure support ventilation spontaneous breathing trial					D012119	C0542342	POI_intervention	9279224	1				
ARDS_POI:01516	Extubation			Successful extubation at 48 hours		D056727	C0559633	POI_outcome	9927366|9279224	2				
ARDS_POI:01517	Spontaneous Breathing Trial Failure			Higher failure rate during spontaneous breathing trial		D045870	C0035204	POI_outcome	9279224	1				
ARDS_POI:01518	Endotracheal intubation			Reintubation		D007442	C0021925	POI_outcome	9279224	1				
ARDS_POI:01519	Mortality			Higher mortality in reintubated patients		D009026	C0026565	POI_outcome	12204871|16100131|9279224	3				
ARDS_POI:01520	Respiratory failure				DOID:11162	D011889	C0034585	POI_context	9315812|18379236|12865378|9279224|15483407|9927355	6				
ARDS_POI:01521	Tidal volume ventilation	ARDS_POI:01066	Limiting end-inspiratory plateau pressure to 25 cm H2O using tidal volume below 10 ml/kg of body weight.	Tidal volume reduction for ARDS	DOID:11394	D012128	C0035222	POI_intervention	9847275	1				
ARDS_POI:01522	Tidal volume ventilation			High tidal volume volutrauma		D008686	C0199470	POI_mechanism	9847275	1				
ARDS_POI:01523	Barotrauma			High airway pressure barotrauma		D001469	C0004760	POI_mechanism	9847275	1				
ARDS_POI:01524	Hypercapnia			Permissive hypercapnia	DOID:1616	D006935	C0020440	POI_mechanism	7924367|9847275	2				
ARDS_POI:01525	Spontaneous Breathing Trial		30-minute spontaneous breathing trial for ventilator weaning.	30-minute spontaneous breathing trial		D011879	C0034065	POI_intervention	9927366	1				
ARDS_POI:01526	spontaneous breathing trial			120-minute spontaneous breathing trial		D015656	C0087153	POI_intervention	9927366	1				
ARDS_POI:01527	Endotracheal intubation			Reintubation within 48 hours		D007442	C0021925	POI_outcome	9927366	1				
ARDS_POI:01528	Mechanical ventilation			Mechanical ventilation weaning		D014756	C0235047	POI_context	9927366	1				
ARDS_POI:01529	Methylprednisolone		Methylprednisolone infusion at 1 mg/kg/day for up to 28 days in early severe ARDS, to down-regulate systemic inflammation and improve pulmonary and extrapulmonary organ dysfunction.	Methylprednisolone infusion	DOID:11394	D012128	C0035222	POI_intervention	17426195	1	CHEBI:6888			
ARDS_POI:01530	Acute respiratory distress syndrome			Reduced ARDS severity by day 7	DOID:11394	D012128	C0035222	POI_outcome	17426195	1				
ARDS_POI:01531	Inflammatory response			Reduced systemic inflammation		D007249	C0021368	POI_mechanism	17426195	1		GO:0006954		
ARDS_POI:01532	Acute respiratory distress syndrome			Early severe ARDS	DOID:11394	D012128	C0035222	POI_context	17426195	1				
ARDS_POI:01533	Inflammatory response	GO:0008150		Systemic Inflammation Down Regulation		D007249	C0021368	POI_mechanism	17426195	1		GO:0006954		
ARDS_POI:01534	Pulmonary Function	GO:0008150		Pulmonary Function Improvement		D011652	C0231921	POI_mechanism	17426195	1		GO:0007626		
ARDS_POI:01535	Organ Function	GO:0008150		Extrapulmonary Organ Function Improvement		D009931	C0678723	POI_mechanism	17426195	1		GO:0048513		
ARDS_POI:01536	Critically ill patients		Physiotherapy targeting deconditioning, impaired airway clearance, atelectasis, intubation avoidance, and weaning failure in critically ill adult patients.	Physiotherapy for critically ill adults		D003294	C0010300	POI_intervention	18283429	1				
ARDS_POI:01537	Deconditioning					D003681	C0011850	POI_mechanism	18283429	1				
ARDS_POI:01538	Impaired airway clearance					D000332	C0231835	POI_mechanism	18283429	1				
ARDS_POI:01539	Atelectasis				DOID:9956	D001261	C0004144	POI_mechanism	18283429	1		GO:0097553		
ARDS_POI:01540	Endotracheal intubation			Intubation avoidance		D007442	C0021925	POI_mechanism	18283429	1				
ARDS_POI:01541	Weaning failure					D052929	C0239123	POI_mechanism	18283429|16276167|12411288	3				
ARDS_POI:01542	Physical Therapy			Physiotherapy targets		E02.760	C0032604	POI_intervention	18283429	1				
ARDS_POI:01543	Tocilizumab		Intravenous tocilizumab 8mg/kg up to 800mg, administered twice within 12 hours, for treatment of COVID-19 pneumonia.		DOID:0080600	D000086382	C5203670	POI_intervention	33080005	1	CHEBI:64360			
ARDS_POI:01544	Clinical Deterioration			Composite clinical worsening		D018450	C0205179	POI_outcome	33080005	1				
ARDS_POI:01545	Noninvasive ventilation			Increased use of noninvasive ventilation		D063886	C3858087	POI_intervention	17962636|16799775	2				
ARDS_POI:01546	Tidal volume ventilation			Decreased tidal volumes in ARDS		D008686	C0199470	POI_intervention	17962636	1				
ARDS_POI:01547	Positive end-expiratory pressure			Increased PEEP in ARDS		D010863	C0034084	POI_intervention	17962636	1				
ARDS_POI:01548	Extubation Success			Increased first-attempt extubation success		D005120	C0559470	POI_outcome	17962636	1				
ARDS_POI:01549	Synchronized Intermittent Mandatory Ventilation			Decreased use of SIMV		D018629	C0199470	POI_intervention	17962636	1				
ARDS_POI:01550	Acute respiratory distress syndrome			Improved ARDS outcomes	DOID:11394	D012128	C0035222	POI_outcome	17962636	1				
ARDS_POI:01551	Weaning success			Improved weaning outcomes		D015300	C0043157	POI_outcome	17962636	1				
ARDS_POI:01552	Ventilation			Improved ventilation practices		D014691	C0042812	POI_outcome	17962636	1		GO:0007588		
ARDS_POI:01553	Post-COVID-19 Period			Post-COVID era		D000086382	C5516041	POI_context	17962636|31408142	2				
ARDS_POI:01554	Fluid Therapy		Fluid challenge with either 1,000 ml crystalloids or 500 ml colloids to assess fluid responsiveness.	fluid challenge		D005440	C0150357	POI_intervention	15754196	1				
ARDS_POI:01555	Pulse Pressure Variation			Pulse pressure variation (DeltaPP)		D058185	C1456820	POI_intervention	15754196	1				
ARDS_POI:01556	Tidal volume ventilation			Tidal volume >8 ml/kg		D008686	C0199470	POI_context	15754196	1				
ARDS_POI:01557	Tidal volume ventilation			Tidal volume <8 ml/kg		D008686	C0199470	POI_context	15754196	1				
ARDS_POI:01558	Lymphopenia		Low lymphocyte count on admission as a marker of severe COVID-19 disease course.	Lymphopenia on admission	DOID:614	D008231	C0024141	POI_intervention	32483488	1				
ARDS_POI:01559	COVID-19			Severe COVID-19 outcomes	DOID:0080600	D000086382	C5203670	POI_outcome	32483488	1				
ARDS_POI:01560	Low tidal volume ventilation	ARDS_POI:01066	Ventilation strategy using low tidal volumes (4-7 mL/kg), limitation of peak inspiratory pressure to 30-40 cmH2O, spontaneous breathing with SIMV, and permissive hypercapnia without bicarbonate buffering to reduce ventilator-induced lung injury in severe ARDS.	Lung-protective ventilation with low tidal volumes and permissive hypercapnia	DOID:11394	D012128	C0035222	POI_intervention	7924367	1				
ARDS_POI:01561	Peak Inspiratory Pressure			Peak inspiratory pressure limitation		D010366	C0428622	POI_mechanism	7924367	1				
ARDS_POI:01562	Alveolar overdistension			Reduction of regional lung overdistension		D008171		POI_mechanism	7924367	1		GO:0097553		
ARDS_POI:01563	Ventilator-induced lung injury			Reduced ventilator-induced lung injury		D055371		POI_mechanism	7924367	1		GO:0097553		
ARDS_POI:01564	Surgery			Noncardiothoracic surgery		D013514	C0038895	POI_context	16618957|16618955	2				
ARDS_POI:01565	Noninvasive Positive Pressure Ventilation		Extubation and application of noninvasive pressure support ventilation by face mask, used as an alternative to invasive pressure support ventilation for weaning patients with COPD and acute hypercapnic respiratory failure.	noninvasive pressure support ventilation		D053120	C0199926	POI_intervention	12958051|9556465|7874950	3				
ARDS_POI:01566	Mechanical ventilation weaning			Successful weaning at 60 days		D015300	C0199470	POI_outcome	9556465	1				
ARDS_POI:01567	Survival			Improved 60-day survival		D015996	C0038952	POI_outcome	9556465	1				
ARDS_POI:01568	Endotracheal intubation			Avoidance of intubation complications		D007442	C0021925	POI_mechanism	9556465	1				
ARDS_POI:01569	Alveolar recruitment					D000072601		POI_mechanism	9556465	1		GO:0045087		
ARDS_POI:01570	Chronic Obstructive Pulmonary Disease with Respiratory Failure			COPD with respiratory failure	DOID:0050741	D003950	C0010200	POI_context	9556465	1				
ARDS_POI:01571	Alveolar recruitment	GO:0008150		Alveolar Recruitment Noninvasive Ventilation		D000072601		POI_mechanism	9556465	1		GO:0045087		
ARDS_POI:01572	Respiratory Mechanics	GO:0008150		Respiratory Mechanics Optimization		D012378	C0035203	POI_mechanism	9556465	1		GO:0007588		
ARDS_POI:01573	Gas Exchange	GO:0008150		Gas Exchange Improvement		D005441	C0016548	POI_mechanism	9556465	1		GO:0006810		
ARDS_POI:01574	Airway pressure release ventilation with spontaneous breathing	ARDS_POI:01066	Ventilation strategy using APRV mode with continuous spontaneous breathing, enabled by infusion of sedatives (Ramsay score 3).	APRV with spontaneous breathing		D000707	C0001285	POI_intervention	11435237	1				
ARDS_POI:01575	Spontaneous breathing			Spontaneous breathing during APRV		D001722	C0005147	POI_intervention	11435237	1		GO:0001985		
ARDS_POI:01576	Cardiopulmonary function			Improved cardiopulmonary function		D002319	C0006104	POI_outcome	11435237	1		GO:0003015		
ARDS_POI:01577	Sedation			Reduced sedation requirements		D003612	C0036557	POI_outcome	11435237	1				
ARDS_POI:01578	Recruitment Of Atelectatic Lung Units	GO:0008150				D001261	C0231820	POI_mechanism	11435237	1		GO:0001666		
ARDS_POI:01579	Pulmonary Expansion		Incentive spirometry, deep breathing exercises, and continuous positive airway pressure to expand and recruit atelectatic lung regions after noncardiothoracic surgery.	Lung expansion interventions		D011656	C0032943	POI_intervention	16618957	1				
ARDS_POI:01580	Pulmonary complications			Reduced postoperative pulmonary complications		D011656	C0032943	POI_outcome	16618957	1				
ARDS_POI:01581	Abdominal Surgical Procedures			Abdominal surgery		D000015	C0001904	POI_context	16618957|19826023|11555536|17167013|25466352	5				
ARDS_POI:01582	Nasogastric tube insertion			Selective nasogastric tube use after abdominal surgery		D017721	C0028807	POI_intervention	16618957	1				
ARDS_POI:01583	Neuromuscular blockade			Short-acting neuromuscular blocking agents		D009464	C0027947	POI_intervention	16618957	1	CHEBI:64100			
ARDS_POI:01584	new ventilatory approach for ARDS	ARDS_POI:01066	Ventilation strategy for ARDS aimed at minimizing alveolar overdistension and cyclic reopening, including maintenance of PEEP above lower inflection point, low VT, and pressure-limited modes.	NA	DOID:11394	D012128	C0035222	POI_intervention	8520744	1				
ARDS_POI:01585	Mechanical Ventilation			New ventilatory approach		D045647	C0087153	POI_intervention	8520744	1				
ARDS_POI:01586	Oxygenation			Improved PaO2/FiO2 ratio		D010100	C0242402	POI_outcome	8520744|8630585	2				
ARDS_POI:01587	Reduced oxygen therapy duration			Reduced time with FiO2 > 50%		D010100	C0030666	POI_outcome	8520744	1				
ARDS_POI:01588	Mortality			Reduced FiO2 at day of death		D009026	C0026565	POI_outcome	8520744	1				
ARDS_POI:01589	Weaning Success			Improved weaning rate		D015300	C0043083	POI_outcome	8520744	1				
ARDS_POI:01590	Mortality			No difference in mortality		D009026	C0026565	POI_outcome	30888444|8520744	2				
ARDS_POI:01591	Alveolar overdistension					D008171		POI_mechanism	8520744	1		GO:0097553		
ARDS_POI:01592	Low tidal volume ventilation			Lung-protective ventilation parameters		D008686	C1960562	POI_mechanism	8520744	1				
ARDS_POI:01593	Critical Illness Myopathy			Muscle weakness after critical illness	DOID:0050741	D018383	C0206074	POI_outcome	24247473	1				
ARDS_POI:01594	Bed rest			Duration of bed rest during critical illness		D001510	C0001728	POI_mechanism	24247473	1				
ARDS_POI:01595	Corticosteroid therapy			Cumulative corticosteroid dose in ICU		D000305	C0001617	POI_mechanism	24247473	1	CHEBI:50858			
ARDS_POI:01596	Neuromuscular blockade			Neuromuscular blocker use in ICU		D009464	C0027947	POI_mechanism	24247473	1	CHEBI:64100			
ARDS_POI:01597	Low tidal volume ventilation	ARDS_POI:01066	Very low tidal volume ventilation (≈3 ml/kg) combined with extracorporeal CO2 removal to reduce ventilator-induced lung injury in severe ARDS.	Very low Vt with extracorporeal CO2 removal for severe ARDS	DOID:11394	D012128	C0035222	POI_intervention	23306584	1				
ARDS_POI:01598	Low tidal volume ventilation			Low Vt with extracorporeal CO2 removal for ARDS		D008686	C1960562	POI_intervention	23306584	1				
ARDS_POI:01599	Acute respiratory distress syndrome			Reduced ventilator-induced lung injury in ARDS	DOID:11394	D012128	C0035222	POI_outcome	23306584	1				
ARDS_POI:01600	Ventilator-induced lung injury	GO:0008150		Tidal Hyperinflation Vili		D055371		POI_mechanism	23306584	1		GO:0097553		
ARDS_POI:01601	Ventilator-induced lung injury	GO:0008150		Extracorporeal Co2 Removal Vili Reduction		D055371		POI_mechanism	23306584	1		GO:0097553		
ARDS_POI:01602	Tidal volume ventilation			Reduced tidal volume ventilation		D008686	C0199470	POI_intervention	10470755	1				
ARDS_POI:01603	Ventilator-Induced Lung Injury	GO:0008150		Stretch Induced Lung Injury	DOID:0050601	D055370	C1705242	POI_mechanism	10470755	1				
ARDS_POI:01604	COVID-19		Tocilizumab, a monoclonal antibody against the interleukin 6 receptor, administered within the first 2 days of ICU admission for critically ill COVID-19 patients.	Early tocilizumab treatment in COVID-19 critical illness	DOID:0080600	D059473	C5203229	POI_intervention	33080002	1				
ARDS_POI:01605	COVID-19			Early tocilizumab treatment in COVID-19 critical illness	DOID:0080600	D018385	C0080174	POI_intervention	33080002	1				
ARDS_POI:01606	COVID-19			Reduced mortality in COVID-19 critical illness	DOID:0080600	D008288	C0018799	POI_outcome	33080002	1				
ARDS_POI:01607	Acute respiratory distress syndrome			No mortality benefit in ARDS	DOID:11394	D012128	C0035222	POI_outcome	19903918	1				
ARDS_POI:01608	Prone positioning			Increased complications with prone positioning		D056152	C0150119	POI_outcome	19903918	1				
ARDS_POI:01609	Noninvasive ventilation		Noninvasive ventilation delivered via a transparent helmet covering the entire head of the patient with a rubber collar neck seal, used for patients with acute respiratory distress syndrome.	Noninvasive ventilation delivered by helmet	DOID:11394	D012128	C0035222	POI_intervention	27179847	1				
ARDS_POI:01610	Helmet Noninvasive Ventilation			Noninvasive ventilation delivered by helmet		D057586	C3897767	POI_intervention	27179847	1				
ARDS_POI:01611	Acute respiratory distress syndrome			Reduced intubation rate in ARDS	DOID:11394	D012128	C0035222	POI_outcome	27179847	1				
ARDS_POI:01612	Endotracheal intubation			Reduced reintubation rate		D007442	C0021925	POI_outcome	25003980|16276167	2				
ARDS_POI:01613	Endotracheal intubation			Requirement for reintubation		D007442	C0021925	POI_outcome	16276167	1				
ARDS_POI:01614	Mortality			Higher mortality risk		D009026	C0026565	POI_outcome	16276167	1				
ARDS_POI:01615	Impaired cough reflex			Ineffective cough and excessive secretions		D003371	C0010200	POI_mechanism	16276167	1				
ARDS_POI:01616	Hypercapnia				DOID:1397	D006965	C0020179	POI_mechanism	19682735|16276167|12958051	3				
ARDS_POI:01617	Heart Failure			Congestive heart failure	DOID:6000	D003324	C0018802	POI_mechanism	8147550|16276167	2				
ARDS_POI:01618	Upper airway obstruction				DOID:0050593	D014564	C0042210	POI_mechanism	16276167	1				
ARDS_POI:01619	Postextubation Respiratory Failure			High risk of postextubation respiratory failure	DOID:11162	D055736	C1561547	POI_population	16276167	1				
ARDS_POI:01620	Postextubation respiratory failure				DOID:11162	D011656	C0032943	POI_disease	16276167	1				
ARDS_POI:01621	nasal high-flow oxygen therapy		Nasal high-flow oxygen therapy providing better humidification and airway pressure support compared to Venturi mask for postextubation respiratory failure.	NHF		D000066829	C4042833	POI_intervention	25003980	1				
ARDS_POI:01622	High-flow nasal cannula oxygen therapy			Nasal high-flow oxygen therapy		D000066829	C4042833	POI_intervention	25003980	1				
ARDS_POI:01623	Oxygenation			Improved oxygenation (PaO2/FiO2SET)		D010100	C0242402	POI_outcome	25003980	1				
ARDS_POI:01624	Pain			Reduced patient discomfort		D010146	C0030193	POI_outcome	25003980	1				
ARDS_POI:01625	Biomechanical displacement			Reduced interface displacements		D001696	C0012143	POI_outcome	25003980	1				
ARDS_POI:01626	Oxygen desaturation			Reduced oxygen desaturations		D010100	C0020456	POI_outcome	25003980	1				
ARDS_POI:01627	Mechanical ventilation			Reduced need for ventilator support		D008mechanical ventilation	C0199788	POI_outcome	25003980	1				
ARDS_POI:01628	Positive Airway Pressure	GO:0008150		Optimal Airway Pressure Support		D045422	C0032031	POI_mechanism	25003980	1				
ARDS_POI:01629	Atelectasis	GO:0008150		Prevention Of Postextubation Atelectasis	DOID:9956	D001261	C0004144	POI_mechanism	25003980	1		GO:0097553		
ARDS_POI:01630	Airway Humidification	GO:0008150		Improved Airway Humidification		D000339	C0020593	POI_mechanism	25003980	1				
ARDS_POI:01631	treatment failure			Reduced treatment failure		D017211	C0679638	POI_outcome	25980660|20483951	2				
ARDS_POI:01632	Hypoxemic respiratory failure			Hypoxemic respiratory failure after cardiothoracic surgery	DOID:11162	D011656	C0032943	POI_context	25980660	1				
ARDS_POI:01633	Acute respiratory distress syndrome			Noninvasive positive pressure ventilation in early ARDS	DOID:11394	D012128	C0035222	POI_intervention	17133177	1				
ARDS_POI:01634	Endotracheal intubation			Avoidance of intubation		D007442	C0021925	POI_outcome	17133177	1				
ARDS_POI:01635	Pneumonia			Reduced ventilator-associated pneumonia	DOID:552	D011014	C0032285	POI_outcome	17133177	1				
ARDS_POI:01636	high-flow nasal cannula oxygen therapy		Provision of high-flow nasal cannula oxygen therapy in the 24 hours following extubation.			D000066829	C4042833	POI_intervention	26975498	1				
ARDS_POI:01637	High-flow nasal cannula oxygen therapy			High-flow nasal cannula oxygen therapy postextubation		D000066829	C4042833	POI_intervention	26975498	1				
ARDS_POI:01638	Postextubation respiratory failure			Reduced postextubation respiratory failure	DOID:11162	D012131	C0035228	POI_outcome	26975498	1				
ARDS_POI:01639	Extubation Failure			Low risk of extubation failure		D000066400	C0151614	POI_context	26975498	1				
ARDS_POI:01640	Enteral nutritional supplementation with omega-3 fatty acids, gamma-linolenic acid, and antioxidants		Twice-daily enteral supplementation of n-3 fatty acids, gamma-linolenic acid, and antioxidants for patients with acute lung injury.	Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation	DOID:11394	D012128	C0035222	POI_intervention	21976613	1	CHEBI:25681			
ARDS_POI:01641	Enteral nutritional supplementation with omega-3 fatty acids, gamma-linolenic acid, and antioxidants			Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation		D015525	C0242953	POI_intervention	21976613	1	CHEBI:25681			
ARDS_POI:01642	Ventilator-free days			Reduced ventilator-free days			C3853727	POI_outcome	21976613	1				
ARDS_POI:01643	Mortality			Increased 60-day mortality		D009026	C0026565	POI_outcome	21976613	1				
ARDS_POI:01644	Inflammatory response			Systemic inflammatory modulation		D007249	C0021368	POI_mechanism	21976613	1		GO:0006954		
ARDS_POI:01645	Oxygenation			Lung oxygenation improvement		D010100	C0242402	POI_mechanism	21976613	1				
ARDS_POI:01646	Airway Pressure			Low airway pressures		D001417	C0001954	POI_intervention	31258917	1				
ARDS_POI:01647	Prone positioning			Prone positioning for moderate/severe ARDS		D011556	C0033847	POI_intervention	31258917	1				
ARDS_POI:01648	Positive end-expiratory pressure			High PEEP and neuromuscular blockade for ARDS		D010863	C0034084	POI_intervention	31258917	1				
ARDS_POI:01649	Medical Emergency Team		Intensive care unit-based medical emergency team to evaluate and treat hospitalized patients at risk of adverse outcomes.	introduction of medical emergency team		D041921	C0179216	POI_intervention	15071378	1				
ARDS_POI:01650	Serious Adverse Events			Reduced serious adverse events after major surgery		D064420	C0877248	POI_outcome	15071378	1				
ARDS_POI:01651	Surgical Procedures			Major surgery context		D013514	C0543467	POI_context	15071378	1				
ARDS_POI:01652	Physical rehabilitation		Physical rehabilitation for patients with intensive care unit-acquired weakness (ICUAW)			D053220	C0034853	POI_intervention	25496103	1				
ARDS_POI:01653	discharge planning			Discharge to home vs rehabilitation facility in ICUAW		D004358	C0279329	POI_outcome	25496103	1				
ARDS_POI:01654	Sepsis			Sepsis-induced weakness	DOID:0080642	D018805	C0243026	POI_mechanism	25496103	1				
ARDS_POI:01655	Difficult weaning from mechanical ventilation			Ventilator liberation difficulty		D017571	C0231290	POI_mechanism	25496103	1				
ARDS_POI:01656	Mechanical ventilation			Prolonged mechanical ventilation		D008686	C0199470	POI_mechanism	9404759|18379236|25496103|11777361|26003390	5				
ARDS_POI:01657	Rehabilitation			Physical rehabilitation benefit		D017145	C0034992	POI_mechanism	25496103	1				
ARDS_POI:01658	Diagnostic testing for intensive care unit acquired weakness			Diagnostic testing for ICUAW	DOID:0080203	D055119	C0948664	POI_mechanism	25496103	1				
ARDS_POI:01659	Critically ill patients			Intensive care unit-acquired weakness		D032523	C1512444	POI_disease	25496103	1				
ARDS_POI:01660	ICU-acquired weakness			ICUAW outcomes		D055119	C1443148	POI_outcome	25496103	1				
ARDS_POI:01661	Intensive Care Unit-Acquired Weakness management			ICUAW management		D055119	C1963185	POI_intervention	25496103	1				
ARDS_POI:01662	Endotracheal intubation		Multicomponent protocol including preoxygenation, two operators, rapid sequence induction, cricoid pressure, capnography, protective ventilation, fluid loading, early sedation, and vasopressors as needed.	ICU intubation bundle management protocol		D007442	C0021925	POI_intervention	19921148	1				
ARDS_POI:01663	Endotracheal intubation			Reduced life-threatening intubation complications		D007442	C0021925	POI_outcome	19921148	1				
