ID	Label	Parent	Definition	Synonym	Xref_DOID	Xref_MESH	Xref_UMLS	Subset	Source_PMIDs	N_Sources
ARDS_POI:01427	Extrapulmonary organ dysfunction at ECMO initiation							POI_mechanism	23160769	1
ARDS_POI:01428	Increased mortality in ARDS patients receiving ECMO							POI_outcome	23160769	1
ARDS_POI:01429	ARDS requiring venovenous ECMO					D012128	C0035222	POI_context	23160769	1
ARDS_POI:01430	lung protective ventilator strategy				DOID:11394	D012128	C0035222	POI_intervention	11008997	1
ARDS_POI:01431	Improved outcome in ARDS					D012128	C0035222	POI_outcome	11008997	1
ARDS_POI:01432	Dysphagia in ARDS survivors after intubation	swallowing-disorder	Dysphagia symptoms in ARDS survivors who received prolonged oral intubation, likely due to pharyngeal/laryngeal injury and neuromuscular dysfunction.		DOID:11394	D012128	C0035222	POI_outcome	27983872	1
ARDS_POI:01433	Pharyngeal injury from intubation							POI_mechanism	27983872	1
ARDS_POI:01434	Laryngeal injury from intubation							POI_mechanism	27983872	1
ARDS_POI:01435	Neuromuscular dysfunction from prolonged ICU stay							POI_mechanism	27983872	1
ARDS_POI:01436	Dysphagia symptoms in ARDS survivors					D004410	C0013398	POI_outcome	27983872	1
ARDS_POI:01437	Delayed dysphagia recovery in ARDS survivors							POI_outcome	27983872	1
ARDS_POI:01438	Oral endotracheal intubation					D007312	C0021375	POI_context	27983872	1
ARDS_POI:01439	procalcitonin ards biomarker	biomarker	Procalcitonin serum level measurement for discrimination of septic vs nonseptic causes of early acute respiratory distress syndrome.	PCT	DOID:11394	D012128	C0035222	POI_intervention	10548201	1
ARDS_POI:01440	Discrimination of septic vs nonseptic ARDS							POI_outcome	10548201	1
ARDS_POI:01441	Neopterin as ARDS biomarker							POI_intervention	10548201	1
ARDS_POI:01442	IL-6 and CRP as ARDS biomarkers							POI_intervention	10548201	1
ARDS_POI:01443	Early ARDS (within 72h onset)							POI_context	10548201	1
ARDS_POI:01444	Non Sepsis Induced Ards	biological-process						POI_mechanism	10548201	1
ARDS_POI:01445	Ards Biomarker Discrimination	biological-process						POI_mechanism	10548201	1
ARDS_POI:01446	60-day mortality							POI_outcome	19050621	1
ARDS_POI:01447	Ventilator-free days				DOID:11394	D012128	C0035222	POI_outcome	21562125|19050621|12163791	3
ARDS_POI:01448	Black race					D001540	C0005789	POI_population	19050621	1
ARDS_POI:01449	Hispanic ethnicity					D006491	C0005842	POI_population	19050621	1
ARDS_POI:01450	White race					D006750	C1513383	POI_population	19050621	1
ARDS_POI:01451	Sepsis molecular phenotyping	sepsis-personalized-management	Derivation of sepsis molecular phenotypes (hypoinflammatory, hyperinflammatory) using latent class analysis of clinical data and biomarkers. Evaluation of concordance with ARDS phenotypes and implications for personalized management.		DOID:11394	D012128	C0035222	POI_intervention	37633303	1
ARDS_POI:01452	Characterization of sepsis heterogeneity					D012569	C0036806	POI_outcome	37633303	1
ARDS_POI:01453	Sepsis molecular phenotypes							POI_mechanism	37633303	1
ARDS_POI:01454	Overlap between sepsis and ARDS phenotypes							POI_outcome	37633303	1
ARDS_POI:01455	Sepsis phenotype-specific treatment responses							POI_mechanism	37633303	1
ARDS_POI:01456	Pharmacotherapy context							POI_context	37633303	1
ARDS_POI:01457	Sepsis Heterogeneity	biological-process						POI_mechanism	37633303	1
ARDS_POI:01458	Machine learning ARDS subphenotype classifier	machine-learning-model	Machine learning models using clinical variables to assign ARDS patients to hyperinflammatory or hypoinflammatory subphenotypes.		DOID:11394	D012128	C0035222	POI_intervention	35026177	1
ARDS_POI:01459	Primary ML ARDS subphenotype model							POI_intervention	35026177	1
ARDS_POI:01460	Secondary ML ARDS subphenotype model							POI_intervention	35026177	1
ARDS_POI:01461	Accuracy of ARDS subphenotype assignment					D012128	C0035222	POI_outcome	35026177	1
ARDS_POI:01462	Prognostic value of ARDS subphenotypes					D012128	C0035222	POI_outcome	35026177	1
ARDS_POI:01463	Observational ARDS cohorts					D012128	C0035222	POI_context	35026177	1
ARDS_POI:01464	Custom ML model for ARDS subphenotypes							POI_intervention	35026177	1
ARDS_POI:01465	Endotracheal intubation within 30 days					D007303	C0021261	POI_outcome	35569448	1
ARDS_POI:01466	cuff-leak test	airway-assessment-test	Diagnostic test to detect upper airway obstruction by measuring air leak around an endotracheal tube cuff.			D001348	C0004096	POI_intervention	19399474|27762595	2
ARDS_POI:01467	Upper airway obstruction diagnosis					D001348	C0004096	POI_outcome	19399474	1
ARDS_POI:01468	Reintubation for upper airway obstruction							POI_outcome	19399474	1
ARDS_POI:01469	elevated plasma sRAGE	ards-biomarker	Elevated plasma levels of soluble receptor for advanced glycation end products (sRAGE) associated with nonfocal CT-based ARDS lung imaging pattern.		DOID:11394	D012128	C0035222	POI_mechanism	27018314	1
ARDS_POI:01470	Nonfocal ARDS CT pattern							POI_outcome	27018314	1
ARDS_POI:01471	Impaired alveolar fluid clearance							POI_mechanism	27018314	1
ARDS_POI:01472	Ards Phenotyping Focal Nonfocal	biological-process						POI_mechanism	27018314	1
ARDS_POI:01473	Rage Pathway Activation	biological-process						POI_mechanism	27018314	1
ARDS_POI:01474	Reduced mortality from ARDS at 60 days					D012128	C0035222	POI_outcome	24435203	1
ARDS_POI:01475	Reduced mortality from ARDS at 60 days with low tidal volume					D012128	C0035222	POI_outcome	24435203	1
ARDS_POI:01476	Low tidal volume ventilation				DOID:11394	D012128	C0035222	POI_context	31258917|7924367|16374174|24435203|27894328|12574072|26181219|30357256	8
ARDS_POI:01477	Expanded Berlin ARDS definition to include HFNO	ards-diagnosis-criteria	Propose that the Berlin definition of ARDS be broadened to include patients treated with HFNO of at least 30 L/min who fulfil the other criteria for the Berlin definition of ARDS.		DOID:11394	D012128	C0035222	POI_intervention	33915103	1
ARDS_POI:01478	High-flow nasal oxygen physiological support							POI_mechanism	33915103	1
ARDS_POI:01479	Pre-intubation ARDS recognition							POI_mechanism	33915103	1
ARDS_POI:01480	High-flow nasal oxygen therapy							POI_intervention	25980660|33915103	2
ARDS_POI:01481	Spontaneous Awakening Trials							POI_intervention	18191684	1
ARDS_POI:01482	Spontaneous Breathing Trials							POI_intervention	18191684	1
ARDS_POI:01483	Days Breathing without Assistance							POI_outcome	18191684	1
ARDS_POI:01484	Discharged Alive Within 28 Days							POI_outcome	18191684	1
ARDS_POI:01485	1-Year Mortality							POI_outcome	18191684	1
ARDS_POI:01486	Delirium/Coma-Free Days							POI_outcome	18191684	1
ARDS_POI:01487	Respiratory Mechanics							POI_mechanism	18191684	1
ARDS_POI:01488	Sedation							POI_mechanism	18191684	1
ARDS_POI:01489	Delirium							POI_mechanism	18191684	1
ARDS_POI:01490	Daily screening and trials of spontaneous breathing	weaning-strategy	Daily screening of respiratory function by clinicians to identify patients capable of spontaneous breathing, followed by 2-hour trials and notification of physicians.			D012134	C0034063	POI_intervention	8948561	1
ARDS_POI:01491	Daily screening and trials of spontaneous breathing							POI_intervention	8948561	1
ARDS_POI:01492	Reduced complications of mechanical ventilation							POI_outcome	8948561	1
ARDS_POI:01493	Reduced ICU costs							POI_outcome	8948561	1
ARDS_POI:01494	Reduced hospital costs							POI_outcome	8948561	1
ARDS_POI:01495	Respiratory failure requiring mechanical ventilation					D012134	C0034063	POI_context	8948561	1
ARDS_POI:01496	Respiratory Failure Reversal Recognition	biological-process						POI_mechanism	8948561	1
ARDS_POI:01497	Earlier Mechanical Ventilation Discontinuation	biological-process						POI_mechanism	8948561	1
ARDS_POI:01498	Protocol-directed sedation	sedation-protocol	Nursing-implemented protocol for sedation administration during mechanical ventilation					POI_intervention	10628598	1
ARDS_POI:01499	Medical intensive care setting							POI_context	10628598	1
ARDS_POI:01500	supportive care for ARDS	respiratory-support-therapy	Supportive care for critically ill ARDS patients, including refinements in ventilator and fluid management.		DOID:11394	D012128	C0035222	POI_intervention	17482987	1
ARDS_POI:01501	Intensive care setting							POI_context	17482987	1
ARDS_POI:01502	pressure- and volume-limited ventilation	ARDS_POI:01066	Ventilation strategy that limits peak airway pressure to ≤30 cmH2O and tidal volume to ≤8 mL/kg in patients at high risk for ARDS.		DOID:11394	D012128	C0035222	POI_intervention	9449728	1
ARDS_POI:01503	At high risk for ARDS							POI_population	9449728	1
ARDS_POI:01504	high-frequency oscillatory ventilation	mechanical-ventilation-strategy	Use of high-frequency oscillatory ventilation for moderate-to-severe ARDS.	HFOV	DOID:11394	D012128	C0035222	POI_intervention	23339639|16137357|12897997|11445688	4
ARDS_POI:01505	High-frequency oscillatory ventilation					D006300	C0020131	POI_intervention	23339639|16137357|12897997	3
ARDS_POI:01506	Moderate-to-severe ARDS					D012128	C0035222	POI_context	23339639	1
ARDS_POI:01507	non-invasive positive pressure ventilation	respiratory-support	Non-invasive positive pressure ventilation to manage respiratory failure in COPD exacerbations.	NPPV		D011556	C0034067	POI_intervention	12543832	1
ARDS_POI:01508	Non-invasive positive pressure ventilation					D011556	C0034067	POI_intervention	12543832	1
ARDS_POI:01509	Reduced mortality in COPD exacerbation					D003171	C0010200	POI_outcome	12543832	1
ARDS_POI:01510	Reduced need for intubation in COPD exacerbation					D007333	C0021311	POI_outcome	12543832	1
ARDS_POI:01511	Reduced treatment failure in COPD exacerbation							POI_outcome	12543832	1
ARDS_POI:01512	Improved respiratory parameters in COPD exacerbation							POI_outcome	12543832	1
ARDS_POI:01513	Respiratory failure due to COPD exacerbation					D012131	C0034063	POI_context	12543832	1
ARDS_POI:01514	T-tube spontaneous breathing trial	ARDS_POI:01080	2-hour T-tube spontaneous breathing trial to assess readiness for extubation and discontinuation of mechanical ventilation.			D011889	C0034585	POI_intervention	9279224	1
ARDS_POI:01515	Pressure support ventilation spontaneous breathing trial							POI_intervention	9279224	1
ARDS_POI:01516	Successful extubation at 48 hours							POI_outcome	9927366|9279224	2
ARDS_POI:01517	Higher failure rate during spontaneous breathing trial							POI_outcome	9279224	1
ARDS_POI:01518	Reintubation							POI_outcome	9279224	1
ARDS_POI:01519	Higher mortality in reintubated patients							POI_outcome	12204871|16100131|9279224	3
ARDS_POI:01520	Respiratory failure					D011889	C0034585	POI_context	9315812|18379236|12865378|9279224|15483407|9927355	6
ARDS_POI:01521	Tidal volume reduction for ARDS	ARDS_POI:01066	Limiting end-inspiratory plateau pressure to 25 cm H2O using tidal volume below 10 ml/kg of body weight.		DOID:11394	D012128	C0035222	POI_intervention	9847275	1
ARDS_POI:01522	High tidal volume volutrauma							POI_mechanism	9847275	1
ARDS_POI:01523	High airway pressure barotrauma							POI_mechanism	9847275	1
ARDS_POI:01524	Permissive hypercapnia							POI_mechanism	7924367|9847275	2
ARDS_POI:01525	30-minute spontaneous breathing trial	mechanical-ventilation-weaning-strategy	30-minute spontaneous breathing trial for ventilator weaning.			D011879	C0034065	POI_intervention	9927366	1
ARDS_POI:01526	120-minute spontaneous breathing trial							POI_intervention	9927366	1
ARDS_POI:01527	Reintubation within 48 hours							POI_outcome	9927366	1
ARDS_POI:01528	Mechanical ventilation weaning							POI_context	9927366	1
ARDS_POI:01529	Methylprednisolone infusion	corticosteroid-therapy	Methylprednisolone infusion at 1 mg/kg/day for up to 28 days in early severe ARDS, to down-regulate systemic inflammation and improve pulmonary and extrapulmonary organ dysfunction.		DOID:11394	D012128	C0035222	POI_intervention	17426195	1
ARDS_POI:01530	Reduced ARDS severity by day 7					D012128	C0035222	POI_outcome	17426195	1
ARDS_POI:01531	Reduced systemic inflammation							POI_mechanism	17426195	1
ARDS_POI:01532	Early severe ARDS					D012128	C0035222	POI_context	17426195	1
ARDS_POI:01533	Systemic Inflammation Down Regulation	biological-process						POI_mechanism	17426195	1
ARDS_POI:01534	Pulmonary Function Improvement	biological-process						POI_mechanism	17426195	1
ARDS_POI:01535	Extrapulmonary Organ Function Improvement	biological-process						POI_mechanism	17426195	1
ARDS_POI:01536	Physiotherapy for critically ill adults	physical-therapy-intervention	Physiotherapy targeting deconditioning, impaired airway clearance, atelectasis, intubation avoidance, and weaning failure in critically ill adult patients.			D003294	C0010300	POI_intervention	18283429	1
ARDS_POI:01537	Deconditioning							POI_mechanism	18283429	1
ARDS_POI:01538	Impaired airway clearance							POI_mechanism	18283429	1
ARDS_POI:01539	Atelectasis							POI_mechanism	18283429	1
ARDS_POI:01540	Intubation avoidance							POI_mechanism	18283429	1
ARDS_POI:01541	Weaning failure							POI_mechanism	18283429|16276167|12411288	3
ARDS_POI:01542	Physiotherapy targets					E02.760	C0032604	POI_intervention	18283429	1
ARDS_POI:01543	Tocilizumab	monoclonal-antibody-therapy	Intravenous tocilizumab 8mg/kg up to 800mg, administered twice within 12 hours, for treatment of COVID-19 pneumonia.		DOID:0080600	D000086382	C5203670	POI_intervention	33080005	1
ARDS_POI:01544	Composite clinical worsening							POI_outcome	33080005	1
ARDS_POI:01545	Increased use of noninvasive ventilation							POI_intervention	17962636|16799775	2
ARDS_POI:01546	Decreased tidal volumes in ARDS							POI_intervention	17962636	1
ARDS_POI:01547	Increased PEEP in ARDS							POI_intervention	17962636	1
ARDS_POI:01548	Increased first-attempt extubation success							POI_outcome	17962636	1
ARDS_POI:01549	Decreased use of SIMV							POI_intervention	17962636	1
ARDS_POI:01550	Improved ARDS outcomes					D012128	C0035222	POI_outcome	17962636	1
ARDS_POI:01551	Improved weaning outcomes							POI_outcome	17962636	1
ARDS_POI:01552	Improved ventilation practices							POI_outcome	17962636	1
ARDS_POI:01553	Post-COVID era							POI_context	17962636|31408142	2
ARDS_POI:01554	fluid challenge	fluid-therapy	Fluid challenge with either 1,000 ml crystalloids or 500 ml colloids to assess fluid responsiveness.					POI_intervention	15754196	1
ARDS_POI:01555	Pulse pressure variation (DeltaPP)							POI_intervention	15754196	1
ARDS_POI:01556	Tidal volume >8 ml/kg							POI_context	15754196	1
ARDS_POI:01557	Tidal volume <8 ml/kg							POI_context	15754196	1
ARDS_POI:01558	Lymphopenia on admission	COVID-19-prognostic-factor	Low lymphocyte count on admission as a marker of severe COVID-19 disease course.					POI_intervention	32483488	1
ARDS_POI:01559	Severe COVID-19 outcomes							POI_outcome	32483488	1
ARDS_POI:01560	Lung-protective ventilation with low tidal volumes and permissive hypercapnia	ARDS_POI:01066	Ventilation strategy using low tidal volumes (4-7 mL/kg), limitation of peak inspiratory pressure to 30-40 cmH2O, spontaneous breathing with SIMV, and permissive hypercapnia without bicarbonate buffering to reduce ventilator-induced lung injury in severe ARDS.		DOID:11394	D012128	C0035222	POI_intervention	7924367	1
ARDS_POI:01561	Peak inspiratory pressure limitation							POI_mechanism	7924367	1
ARDS_POI:01562	Reduction of regional lung overdistension							POI_mechanism	7924367	1
ARDS_POI:01563	Reduced ventilator-induced lung injury							POI_mechanism	7924367	1
ARDS_POI:01564	Noncardiothoracic surgery							POI_context	16618957|16618955	2
ARDS_POI:01565	noninvasive pressure support ventilation	weaning-strategy	Extubation and application of noninvasive pressure support ventilation by face mask, used as an alternative to invasive pressure support ventilation for weaning patients with COPD and acute hypercapnic respiratory failure.			D053120	C0199926	POI_intervention	12958051|9556465|7874950	3
ARDS_POI:01566	Successful weaning at 60 days							POI_outcome	9556465	1
ARDS_POI:01567	Improved 60-day survival							POI_outcome	9556465	1
ARDS_POI:01568	Avoidance of intubation complications							POI_mechanism	9556465	1
ARDS_POI:01569	Alveolar recruitment							POI_mechanism	9556465	1
ARDS_POI:01570	COPD with respiratory failure					D003950	C0010200	POI_context	9556465	1
ARDS_POI:01571	Alveolar Recruitment Noninvasive Ventilation	biological-process						POI_mechanism	9556465	1
ARDS_POI:01572	Respiratory Mechanics Optimization	biological-process						POI_mechanism	9556465	1
ARDS_POI:01573	Gas Exchange Improvement	biological-process						POI_mechanism	9556465	1
ARDS_POI:01574	Airway pressure release ventilation with spontaneous breathing	ARDS_POI:01066	Ventilation strategy using APRV mode with continuous spontaneous breathing, enabled by infusion of sedatives (Ramsay score 3).	APRV with spontaneous breathing		D000707	C0001285	POI_intervention	11435237	1
ARDS_POI:01575	Spontaneous breathing during APRV							POI_intervention	11435237	1
ARDS_POI:01576	Improved cardiopulmonary function							POI_outcome	11435237	1
ARDS_POI:01577	Reduced sedation requirements							POI_outcome	11435237	1
ARDS_POI:01578	Recruitment Of Atelectatic Lung Units	biological-process						POI_mechanism	11435237	1
ARDS_POI:01579	Lung expansion interventions	perioperative-pulmonary-care-strategy	Incentive spirometry, deep breathing exercises, and continuous positive airway pressure to expand and recruit atelectatic lung regions after noncardiothoracic surgery.			D011656	C0032943	POI_intervention	16618957	1
ARDS_POI:01580	Reduced postoperative pulmonary complications					D011656	C0032943	POI_outcome	16618957	1
ARDS_POI:01581	Abdominal surgery							POI_context	16618957|19826023|11555536|17167013|25466352	5
ARDS_POI:01582	Selective nasogastric tube use after abdominal surgery							POI_intervention	16618957	1
ARDS_POI:01583	Short-acting neuromuscular blocking agents							POI_intervention	16618957	1
ARDS_POI:01584	new ventilatory approach for ARDS	ARDS_POI:01066	Ventilation strategy for ARDS aimed at minimizing alveolar overdistension and cyclic reopening, including maintenance of PEEP above lower inflection point, low VT, and pressure-limited modes.	NA	DOID:11394	D012128	C0035222	POI_intervention	8520744	1
ARDS_POI:01585	New ventilatory approach							POI_intervention	8520744	1
ARDS_POI:01586	Improved PaO2/FiO2 ratio							POI_outcome	8520744|8630585	2
ARDS_POI:01587	Reduced time with FiO2 > 50%							POI_outcome	8520744	1
ARDS_POI:01588	Reduced FiO2 at day of death							POI_outcome	8520744	1
ARDS_POI:01589	Improved weaning rate							POI_outcome	8520744	1
ARDS_POI:01590	No difference in mortality							POI_outcome	30888444|8520744	2
ARDS_POI:01591	Alveolar overdistension							POI_mechanism	8520744	1
ARDS_POI:01592	Lung-protective ventilation parameters							POI_mechanism	8520744	1
ARDS_POI:01593	Muscle weakness after critical illness							POI_outcome	24247473	1
ARDS_POI:01594	Duration of bed rest during critical illness							POI_mechanism	24247473	1
ARDS_POI:01595	Cumulative corticosteroid dose in ICU							POI_mechanism	24247473	1
ARDS_POI:01596	Neuromuscular blocker use in ICU							POI_mechanism	24247473	1
ARDS_POI:01597	Very low Vt with extracorporeal CO2 removal for severe ARDS	ARDS_POI:01066	Very low tidal volume ventilation (≈3 ml/kg) combined with extracorporeal CO2 removal to reduce ventilator-induced lung injury in severe ARDS.		DOID:11394	D012128	C0035222	POI_intervention	23306584	1
ARDS_POI:01598	Low Vt with extracorporeal CO2 removal for ARDS							POI_intervention	23306584	1
ARDS_POI:01599	Reduced ventilator-induced lung injury in ARDS							POI_outcome	23306584	1
ARDS_POI:01600	Tidal Hyperinflation Vili	biological-process						POI_mechanism	23306584	1
ARDS_POI:01601	Extracorporeal Co2 Removal Vili Reduction	biological-process						POI_mechanism	23306584	1
ARDS_POI:01602	Reduced tidal volume ventilation							POI_intervention	10470755	1
ARDS_POI:01603	Stretch Induced Lung Injury	biological-process						POI_mechanism	10470755	1
ARDS_POI:01604	Early tocilizumab treatment in COVID-19 critical illness	monoclonal-antibody-therapy	Tocilizumab, a monoclonal antibody against the interleukin 6 receptor, administered within the first 2 days of ICU admission for critically ill COVID-19 patients.		DOID:0080600	D059473	C5203229	POI_intervention	33080002	1
ARDS_POI:01605	Early tocilizumab treatment in COVID-19 critical illness					D018385	C0080174	POI_intervention	33080002	1
ARDS_POI:01606	Reduced mortality in COVID-19 critical illness					D008288	C0018799	POI_outcome	33080002	1
ARDS_POI:01607	No mortality benefit in ARDS					D012128	C0035222	POI_outcome	19903918	1
ARDS_POI:01608	Increased complications with prone positioning							POI_outcome	19903918	1
ARDS_POI:01609	Noninvasive ventilation delivered by helmet	noninvasive-ventilation-strategy	Noninvasive ventilation delivered via a transparent helmet covering the entire head of the patient with a rubber collar neck seal, used for patients with acute respiratory distress syndrome.		DOID:11394	D012128	C0035222	POI_intervention	27179847	1
ARDS_POI:01610	Noninvasive ventilation delivered by helmet							POI_intervention	27179847	1
ARDS_POI:01611	Reduced intubation rate in ARDS					D012128	C0035222	POI_outcome	27179847	1
ARDS_POI:01612	Reduced reintubation rate							POI_outcome	25003980|16276167	2
ARDS_POI:01613	Requirement for reintubation							POI_outcome	16276167	1
ARDS_POI:01614	Higher mortality risk							POI_outcome	16276167	1
ARDS_POI:01615	Ineffective cough and excessive secretions							POI_mechanism	16276167	1
ARDS_POI:01616	Hypercapnia					D006965	C0020179	POI_mechanism	19682735|16276167|12958051	3
ARDS_POI:01617	Congestive heart failure					D003324	C0018802	POI_mechanism	8147550|16276167	2
ARDS_POI:01618	Upper airway obstruction					D014564	C0042210	POI_mechanism	16276167	1
ARDS_POI:01619	High risk of postextubation respiratory failure							POI_population	16276167	1
ARDS_POI:01620	Postextubation respiratory failure					D011656	C0032943	POI_disease	16276167	1
ARDS_POI:01621	nasal high-flow oxygen therapy	oxygen-delivery-device	Nasal high-flow oxygen therapy providing better humidification and airway pressure support compared to Venturi mask for postextubation respiratory failure.	NHF				POI_intervention	25003980	1
ARDS_POI:01622	Nasal high-flow oxygen therapy							POI_intervention	25003980	1
ARDS_POI:01623	Improved oxygenation (PaO2/FiO2SET)							POI_outcome	25003980	1
ARDS_POI:01624	Reduced patient discomfort							POI_outcome	25003980	1
ARDS_POI:01625	Reduced interface displacements							POI_outcome	25003980	1
ARDS_POI:01626	Reduced oxygen desaturations							POI_outcome	25003980	1
ARDS_POI:01627	Reduced need for ventilator support							POI_outcome	25003980	1
ARDS_POI:01628	Optimal Airway Pressure Support	biological-process						POI_mechanism	25003980	1
ARDS_POI:01629	Prevention Of Postextubation Atelectasis	biological-process						POI_mechanism	25003980	1
ARDS_POI:01630	Improved Airway Humidification	biological-process						POI_mechanism	25003980	1
ARDS_POI:01631	Reduced treatment failure							POI_outcome	25980660|20483951	2
ARDS_POI:01632	Hypoxemic respiratory failure after cardiothoracic surgery					D011656	C0032943	POI_context	25980660	1
ARDS_POI:01633	Noninvasive positive pressure ventilation in early ARDS							POI_intervention	17133177	1
ARDS_POI:01634	Avoidance of intubation							POI_outcome	17133177	1
ARDS_POI:01635	Reduced ventilator-associated pneumonia							POI_outcome	17133177	1
ARDS_POI:01636	high-flow nasal cannula oxygen therapy	respiratory-support-intervention	Provision of high-flow nasal cannula oxygen therapy in the 24 hours following extubation.					POI_intervention	26975498	1
ARDS_POI:01637	High-flow nasal cannula oxygen therapy postextubation							POI_intervention	26975498	1
ARDS_POI:01638	Reduced postextubation respiratory failure							POI_outcome	26975498	1
ARDS_POI:01639	Low risk of extubation failure							POI_context	26975498	1
ARDS_POI:01640	Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation	nutritional-supplementation	Twice-daily enteral supplementation of n-3 fatty acids, gamma-linolenic acid, and antioxidants for patients with acute lung injury.		DOID:11394	D012128	C0035222	POI_intervention	21976613	1
ARDS_POI:01641	Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation							POI_intervention	21976613	1
ARDS_POI:01642	Reduced ventilator-free days							POI_outcome	21976613	1
ARDS_POI:01643	Increased 60-day mortality							POI_outcome	21976613	1
ARDS_POI:01644	Systemic inflammatory modulation							POI_mechanism	21976613	1
ARDS_POI:01645	Lung oxygenation improvement							POI_mechanism	21976613	1
ARDS_POI:01646	Low airway pressures							POI_intervention	31258917	1
ARDS_POI:01647	Prone positioning for moderate/severe ARDS					D011556	C0033847	POI_intervention	31258917	1
ARDS_POI:01648	High PEEP and neuromuscular blockade for ARDS							POI_intervention	31258917	1
ARDS_POI:01649	introduction of medical emergency team	hospital-rapid-response-team	Intensive care unit-based medical emergency team to evaluate and treat hospitalized patients at risk of adverse outcomes.					POI_intervention	15071378	1
ARDS_POI:01650	Reduced serious adverse events after major surgery							POI_outcome	15071378	1
ARDS_POI:01651	Major surgery context							POI_context	15071378	1
ARDS_POI:01652	Physical rehabilitation	rehabilitation-intervention	Physical rehabilitation for patients with intensive care unit-acquired weakness (ICUAW)			D053220	C0034853	POI_intervention	25496103	1
ARDS_POI:01653	Discharge to home vs rehabilitation facility in ICUAW							POI_outcome	25496103	1
ARDS_POI:01654	Sepsis-induced weakness							POI_mechanism	25496103	1
ARDS_POI:01655	Ventilator liberation difficulty							POI_mechanism	25496103	1
ARDS_POI:01656	Prolonged mechanical ventilation							POI_mechanism	9404759|18379236|25496103|11777361|26003390	5
ARDS_POI:01657	Physical rehabilitation benefit							POI_mechanism	25496103	1
ARDS_POI:01658	Diagnostic testing for ICUAW							POI_mechanism	25496103	1
ARDS_POI:01659	Intensive care unit-acquired weakness					D032523	C1512444	POI_disease	25496103	1
ARDS_POI:01660	ICUAW outcomes							POI_outcome	25496103	1
ARDS_POI:01661	ICUAW management							POI_intervention	25496103	1
ARDS_POI:01662	ICU intubation bundle management protocol	intubation-management-strategy	Multicomponent protocol including preoxygenation, two operators, rapid sequence induction, cricoid pressure, capnography, protective ventilation, fluid loading, early sedation, and vasopressors as needed.					POI_intervention	19921148	1
ARDS_POI:01663	Reduced life-threatening intubation complications							POI_outcome	19921148	1
ARDS_POI:01664	Reduced mild to moderate intubation complications							POI_outcome	19921148	1
ARDS_POI:01665	ICU intubation context							POI_context	19921148	1
ARDS_POI:01666	Preoxygenation With Noninvasive Positive Pressure Ventilation	biological-process						POI_mechanism	19921148	1
ARDS_POI:01667	Two Operator Presence For Intubation	biological-process						POI_mechanism	19921148	1
ARDS_POI:01668	Rapid Sequence Induction	biological-process						POI_mechanism	19921148	1
ARDS_POI:01669	Cricoid Pressure	biological-process						POI_mechanism	19921148	1
ARDS_POI:01670	Capnography Monitoring	biological-process						POI_mechanism	19921148	1
ARDS_POI:01671	Protective Ventilation	biological-process						POI_mechanism	19921148	1
ARDS_POI:01672	Fluid Loading	biological-process						POI_mechanism	19921148	1
ARDS_POI:01673	Early Sedation Administration	biological-process						POI_mechanism	19921148	1
ARDS_POI:01674	Vasopressor Use As Needed	biological-process						POI_mechanism	19921148	1
ARDS_POI:01675	CPAP plus oxygen therapy	respiratory-support-intervention	Continuous positive airway pressure (CPAP) delivered via face mask in addition to supplemental oxygen for the management of acute hypoxemic nonhypercapnic respiratory insufficiency.		DOID:11394	D012128	C0035222	POI_intervention	11066186	1
ARDS_POI:01676	Improved mortality							POI_outcome	11066186	1
ARDS_POI:01677	Increased adverse events							POI_outcome	11066186	1
ARDS_POI:01678	Acute hypoxemic nonhypercapnic respiratory insufficiency							POI_disease	11066186	1
ARDS_POI:01679	Scheduled neuromuscular blockade	ventilatory-management-strategy	Continuous infusion of neuromuscular-blocking agents with scheduled eye care including lubricating drops/gel and eyelid closure.					POI_intervention	27755068	1
ARDS_POI:01680	Scheduled eye care with lubricating drops/gel and eyelid closure							POI_intervention	27755068	1
ARDS_POI:01681	Improved oxygenation in ARDS					D012128	C0035222	POI_outcome	27611637|14707568|9603111|27755068|7705124|33692022	6
ARDS_POI:01682	Avoid respiratory muscle paralysis in asthma							POI_outcome	27755068	1
ARDS_POI:01683	Improved gas exchange and hemodynamics in critical illness							POI_outcome	27755068	1
ARDS_POI:01684	Ventilatory management of acute respiratory failure							POI_outcome	27755068	1
ARDS_POI:01685	Asthma context					D001249	C0004096	POI_context	27755068	1
ARDS_POI:01686	Severe hypoxemia context							POI_context	27755068	1
ARDS_POI:01687	Respiratory acidosis context					D000193	C0034625	POI_context	27755068	1
ARDS_POI:01688	Hemodynamic instability context							POI_context	14605529|27755068	2
ARDS_POI:01689	Hydrocortisone					D006803	C0020177	POI_intervention	32876689	1
ARDS_POI:01690	Treatment failure on day 21							POI_outcome	32876689	1
ARDS_POI:01691	Acute respiratory failure in COVID-19					D012128	C0035222	POI_intervention	32876689	1
ARDS_POI:01692	Critically ill COVID-19 patients							POI_population	32876689	1
