poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence
ARDS_POI:01479,pre-intubation-ards-recognition,Pre-intubation ARDS recognition,POI_mechanism,,,,DOID:11394,D012128,C0035222,kg_nodes,33915103,1,,,,Acute respiratory distress syndrome,Pre-intubation ARDS recognition,rule,HIGH
ARDS_POI:01480,high-flow-nasal-oxygen-therapy,High-flow nasal oxygen therapy,POI_intervention,,,,,D000066829,C4042833,kg_nodes,25980660|33915103,2,,,,High-flow nasal cannula oxygen therapy,High-flow nasal oxygen therapy,rule,HIGH
ARDS_POI:01481,spontaneous-awakening-trials,Spontaneous Awakening Trials,POI_intervention,,,,,D061388,C3697357,kg_nodes,18191684,1,,,,Spontaneous Awakening Trial,Spontaneous Awakening Trials,claude_api,HIGH
ARDS_POI:01482,spontaneous-breathing-trials,Spontaneous Breathing Trials,POI_intervention,,,,,D012121,C0581674,kg_nodes,18191684,1,,,,Spontaneous Breathing Trial,Spontaneous Breathing Trials,claude_api,HIGH
ARDS_POI:01483,days-breathing-without-assistance,Days Breathing without Assistance,POI_outcome,,,,,D018790,C0035222,kg_nodes,18191684,1,,,,Ventilator-free days,Days Breathing without Assistance,claude_api,HIGH
ARDS_POI:01484,discharged-alive-within-28-days,Discharged Alive Within 28 Days,POI_outcome,,,,,D017052,C0679868,kg_nodes,18191684,1,,,,28-day mortality,Discharged Alive Within 28 Days,claude_api,HIGH
ARDS_POI:01485,1-year-mortality,1-Year Mortality,POI_outcome,,,,,D009026,C0026565,kg_nodes,18191684,1,,,,Mortality,1-Year Mortality,rule,HIGH
ARDS_POI:01486,deliriumcoma-free-days,Delirium/Coma-Free Days,POI_outcome,,,,,D000230,C4319847,kg_nodes,18191684,1,,,,Delirium-free and coma-free days,Delirium/Coma-Free Days,claude_api,HIGH
ARDS_POI:01487,respiratory-mechanics,Respiratory Mechanics,POI_mechanism,,,,,http://purl.bioontology.org/ontology/MESH/D015656,C0035254,kg_nodes,18191684,1,,GO:0007585,,Respiratory Mechanics,Respiratory Mechanics,claude_api,HIGH
ARDS_POI:01488,sedation,Sedation,POI_mechanism,,,,,D003612,C0036557,kg_nodes,18191684,1,,,,Sedation,Sedation,rule,HIGH
ARDS_POI:01489,delirium,Delirium,POI_mechanism,,,,SYMP:0000021,http://purl.bioontology.org/ontology/MESH/D003693,C0011206,kg_nodes,18191684,1,,,MONDO:0045057,Delirium,Delirium,claude_api,HIGH
ARDS_POI:01490,daily-screening-and-trials-of-spontaneous-breathing,Daily screening and trials of spontaneous breathing,POI_intervention,weaning-strategy,"Daily screening of respiratory function by clinicians to identify patients capable of spontaneous breathing, followed by 2-hour trials and notification of physicians.",,,D012134,C0034063,robot_template_row,8948561,1,,,,Spontaneous Breathing Trial,Daily screening and trials of spontaneous breathing,claude_api,HIGH
ARDS_POI:01491,daily-screening-trials-spontaneous-breathing,Daily screening and trials of spontaneous breathing,POI_intervention,,,,,D015300,C0580003,kg_nodes,8948561,1,,,,Spontaneous Breathing Trial,Daily screening and trials of spontaneous breathing,claude_api,HIGH
ARDS_POI:01492,reduced-complications-mechanical-ventilation,Reduced complications of mechanical ventilation,POI_outcome,,,,,D008686,C0199470,kg_nodes,8948561,1,,,,Mechanical ventilation,Reduced complications of mechanical ventilation,rule,HIGH
ARDS_POI:01493,reduced-icu-costs,Reduced ICU costs,POI_outcome,,,,,D017721,C0021701,kg_nodes,8948561,1,,,,Intensive Care Unit Costs,Reduced ICU costs,claude_api,MEDIUM
ARDS_POI:01494,reduced-hospital-costs,Reduced hospital costs,POI_outcome,,,,,D017721,C0010684,kg_nodes,8948561,1,,,,Healthcare Costs,Reduced hospital costs,claude_api,MEDIUM
ARDS_POI:01495,respiratory-failure-requiring-mechanical-ventilation,Respiratory failure requiring mechanical ventilation,POI_context,,,,,D012134,C0034063,kg_nodes,8948561,1,,,,Mechanical ventilation,Respiratory failure requiring mechanical ventilation,rule,HIGH
ARDS_POI:01496,respiratory-failure-reversal-recognition,Respiratory Failure Reversal Recognition,POI_mechanism,biological-process,,,DOID:11162,D012131,C0035229,mechanism_node,8948561,1,,,,Respiratory Failure,Respiratory Failure Reversal Recognition,claude_api,MEDIUM
ARDS_POI:01497,earlier-mechanical-ventilation-discontinuation,Earlier Mechanical Ventilation Discontinuation,POI_mechanism,biological-process,,,,D008686,C0199470,mechanism_node,8948561,1,,,,Mechanical ventilation,Earlier Mechanical Ventilation Discontinuation,rule,HIGH
ARDS_POI:01498,protocol-directed-sedation,Protocol-directed sedation,POI_intervention,sedation-protocol,Nursing-implemented protocol for sedation administration during mechanical ventilation,,,D003612,C0036557,robot_template_row,10628598,1,,,,Sedation,Protocol-directed sedation,rule,HIGH
ARDS_POI:01499,medical-intensive-care,Medical intensive care setting,POI_context,,,,,D016638,,kg_nodes,10628598,1,,,,Critically ill patients,Medical intensive care setting,rule,HIGH
ARDS_POI:01500,supportive-care-for-ards,supportive care for ARDS,POI_disease,respiratory-support-therapy,"Supportive care for critically ill ARDS patients, including refinements in ventilator and fluid management.",,DOID:11394,D012128,C0035222,robot_template_row,17482987,1,,,,Acute respiratory distress syndrome,supportive care for ARDS,rule,HIGH
ARDS_POI:01501,intensive-care-setting,Intensive care setting,POI_context,,,,,D016638,,kg_nodes,17482987,1,,,,Critically ill patients,Intensive care setting,rule,HIGH
ARDS_POI:01502,pressure-and-volume-limited-ventilation,pressure- and volume-limited ventilation,POI_intervention,lung-protective-ventilation-strategy,Ventilation strategy that limits peak airway pressure to ≤30 cmH2O and tidal volume to ≤8 mL/kg in patients at high risk for ARDS.,,DOID:11394,D012128,C0035222,robot_template_row,9449728,1,,,,pressure-limited ventilation,pressure- and volume-limited ventilation,claude_api,MEDIUM
ARDS_POI:01503,at-high-risk-for-ards,At high risk for ARDS,POI_population,,,,DOID:11394,D012128,C0035222,kg_nodes,9449728,1,,,,Acute respiratory distress syndrome,At high risk for ARDS,rule,HIGH
ARDS_POI:01504,high-frequency-oscillatory-ventilation,high-frequency oscillatory ventilation,POI_intervention,mechanical-ventilation-strategy,Use of high-frequency oscillatory ventilation for moderate-to-severe ARDS.,HFOV,DOID:11394,D012128,C0035222,robot_template_row,23339639|16137357|12897997|11445688,4,,,,high-frequency oscillatory ventilation,high-frequency oscillatory ventilation,claude_api,HIGH
ARDS_POI:01505,high-frequency-oscillatory-ventilation-hfov,High-frequency oscillatory ventilation,POI_intervention,,,,,D006300,C0020131,kg_nodes,23339639|16137357|12897997,3,,,,High-frequency oscillatory ventilation,High-frequency oscillatory ventilation,claude_api,HIGH
ARDS_POI:01506,moderate-severe-ards,Moderate-to-severe ARDS,POI_context,,,,DOID:11394,D012128,C0035222,kg_nodes,23339639,1,,,,Acute respiratory distress syndrome,Moderate-to-severe ARDS,rule,HIGH
ARDS_POI:01507,non-invasive-positive-pressure-ventilation,non-invasive positive pressure ventilation,POI_intervention,respiratory-support,Non-invasive positive pressure ventilation to manage respiratory failure in COPD exacerbations.,NPPV,,D011556,C0034067,robot_template_row,12543832,1,,,,Positive-Pressure Respiration,non-invasive positive pressure ventilation,claude_api,HIGH
ARDS_POI:01508,non-invasive-positive-pressure-ventilation-nppv,Non-invasive positive pressure ventilation,POI_intervention,,,,,D011556,C0034067,kg_nodes,12543832,1,,,,Non-invasive Positive Pressure Ventilation,Non-invasive positive pressure ventilation,claude_api,HIGH
ARDS_POI:01509,reduced-mortality-copd-exacerbation,Reduced mortality in COPD exacerbation,POI_outcome,,,,,D003171,C0010200,kg_nodes,12543832,1,,,,Mortality,Reduced mortality in COPD exacerbation,rule,HIGH
ARDS_POI:01510,reduced-need-for-intubation-copd-exacerbation,Reduced need for intubation in COPD exacerbation,POI_outcome,,,,,D007333,C0021311,kg_nodes,12543832,1,,,,Endotracheal intubation,Reduced need for intubation in COPD exacerbation,rule,HIGH
ARDS_POI:01511,reduced-treatment-failure-copd-exacerbation,Reduced treatment failure in COPD exacerbation,POI_outcome,,,,DOID:0050741,D055424,C0242621,kg_nodes,12543832,1,,,,COPD exacerbation treatment failure,Reduced treatment failure in COPD exacerbation,claude_api,HIGH
ARDS_POI:01512,improved-respiratory-parameters-copd-exacerbation,Improved respiratory parameters in COPD exacerbation,POI_outcome,,,,DOID:0050741,D012131,C0035203,kg_nodes,12543832,1,,GO:0007585,,respiratory function improvement,Improved respiratory parameters in COPD exacerbation,claude_api,MEDIUM
ARDS_POI:01513,respiratory-failure-copd-exacerbation,Respiratory failure due to COPD exacerbation,POI_context,,,,DOID:11162,D012131,C0034063,kg_nodes,12543832,1,,,,Respiratory Failure,Respiratory failure due to COPD exacerbation,claude_api,HIGH
ARDS_POI:01514,t-tube-spontaneous-breathing-trial,T-tube spontaneous breathing trial,POI_intervention,weaning-from-mechanical-ventilation,2-hour T-tube spontaneous breathing trial to assess readiness for extubation and discontinuation of mechanical ventilation.,,,D011889,C0034585,robot_template_row,9279224,1,,,,Spontaneous breathing trial,T-tube spontaneous breathing trial,claude_api,HIGH
ARDS_POI:01515,pressure-support-ventilation-spontaneous-breathing-trial,Pressure support ventilation spontaneous breathing trial,POI_intervention,,,,,D012119,C0542342,kg_nodes,9279224,1,,,,Pressure support ventilation spontaneous breathing trial,Pressure support ventilation spontaneous breathing trial,claude_api,HIGH
ARDS_POI:01516,successful-extubation-48h,Successful extubation at 48 hours,POI_outcome,,,,,D056727,C0559633,kg_nodes,9927366|9279224,2,,,,Extubation,Successful extubation at 48 hours,claude_api,HIGH
ARDS_POI:01517,higher-failure-rate-during-trial,Higher failure rate during spontaneous breathing trial,POI_outcome,,,,,D045870,C0035204,kg_nodes,9279224,1,,,,Spontaneous Breathing Trial Failure,Higher failure rate during spontaneous breathing trial,claude_api,HIGH
ARDS_POI:01518,reintubation,Reintubation,POI_outcome,,,,,D007442,C0021925,kg_nodes,9279224,1,,,,Endotracheal intubation,Reintubation,rule,HIGH
ARDS_POI:01519,higher-mortality,Higher mortality in reintubated patients,POI_outcome,,,,,D009026,C0026565,kg_nodes,12204871|16100131|9279224,3,,,,Mortality,Higher mortality in reintubated patients,rule,HIGH
ARDS_POI:01520,respiratory-failure,Respiratory failure,POI_context,,,,DOID:11162,D011889,C0034585,kg_nodes,9315812|18379236|12865378|9279224|15483407|9927355,6,,,,Respiratory Failure,Respiratory failure,claude_api,HIGH
ARDS_POI:01521,tidal-volume-reduction-for-ards,Tidal volume reduction for ARDS,POI_intervention,lung-protective-ventilation-strategy,Limiting end-inspiratory plateau pressure to 25 cm H2O using tidal volume below 10 ml/kg of body weight.,,DOID:11394,D012128,C0035222,robot_template_row,9847275,1,,,,Tidal volume ventilation,Tidal volume reduction for ARDS,rule,HIGH
ARDS_POI:01522,high-vt-volutrauma,High tidal volume volutrauma,POI_mechanism,,,,,D008686,C0199470,kg_nodes,9847275,1,,,,Tidal volume ventilation,High tidal volume volutrauma,rule,HIGH
ARDS_POI:01523,high-pressure-barotrauma,High airway pressure barotrauma,POI_mechanism,,,,,D001469,C0004760,kg_nodes,9847275,1,,,,Barotrauma,High airway pressure barotrauma,rule,HIGH
ARDS_POI:01524,permissive-hypercapnia,Permissive hypercapnia,POI_mechanism,,,,DOID:1616,D006935,C0020440,kg_nodes,7924367|9847275,2,,,,Hypercapnia,Permissive hypercapnia,claude_api,MEDIUM
ARDS_POI:01525,30-minute-spontaneous-breathing-trial,30-minute spontaneous breathing trial,POI_intervention,mechanical-ventilation-weaning-strategy,30-minute spontaneous breathing trial for ventilator weaning.,,,D011879,C0034065,robot_template_row,9927366,1,,,,Spontaneous Breathing Trial,30-minute spontaneous breathing trial,claude_api,HIGH
ARDS_POI:01526,120-minute-spontaneous-breathing-trial,120-minute spontaneous breathing trial,POI_intervention,,,,,D015656,C0087153,kg_nodes,9927366,1,,,,spontaneous breathing trial,120-minute spontaneous breathing trial,claude_api,HIGH
ARDS_POI:01527,reintubation-48h,Reintubation within 48 hours,POI_outcome,,,,,D007442,C0021925,kg_nodes,9927366,1,,,,Endotracheal intubation,Reintubation within 48 hours,rule,HIGH
ARDS_POI:01528,mechanical-ventilation-weaning,Mechanical ventilation weaning,POI_context,,,,,D008686,C0199470,kg_nodes,9927366,1,,,,Mechanical ventilation,Mechanical ventilation weaning,rule,HIGH
ARDS_POI:01529,methylprednisolone-infusion,Methylprednisolone infusion,POI_intervention,corticosteroid-therapy,"Methylprednisolone infusion at 1 mg/kg/day for up to 28 days in early severe ARDS, to down-regulate systemic inflammation and improve pulmonary and extrapulmonary organ dysfunction.",,DOID:11394,D012128,C0035222,robot_template_row,17426195,1,CHEBI:6888,,,Methylprednisolone,Methylprednisolone infusion,claude_api,HIGH
ARDS_POI:01530,reduced-ards-severity-by-day-7,Reduced ARDS severity by day 7,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,17426195,1,,,,Acute respiratory distress syndrome,Reduced ARDS severity by day 7,rule,HIGH
ARDS_POI:01531,reduced-systemic-inflammation,Reduced systemic inflammation,POI_mechanism,,,,,D007249,C0021368,kg_nodes,17426195,1,,GO:0006954,,Inflammatory response,Reduced systemic inflammation,rule,HIGH
ARDS_POI:01532,early-severe-ards,Early severe ARDS,POI_context,,,,DOID:11394,D012128,C0035222,kg_nodes,17426195,1,,,,Acute respiratory distress syndrome,Early severe ARDS,rule,HIGH
ARDS_POI:01533,systemic-inflammation-down-regulation,Systemic Inflammation Down Regulation,POI_mechanism,biological-process,,,,D007249,C0021368,mechanism_node,17426195,1,,GO:0006954,,Inflammatory response,Systemic Inflammation Down Regulation,rule,HIGH
ARDS_POI:01534,pulmonary-function-improvement,Pulmonary Function Improvement,POI_mechanism,biological-process,,,,D011652,C0231921,mechanism_node,17426195,1,,GO:0007626,,Pulmonary Function,Pulmonary Function Improvement,claude_api,HIGH
ARDS_POI:01535,extrapulmonary-organ-function-improvement,Extrapulmonary Organ Function Improvement,POI_mechanism,biological-process,,,,D009931,C0678723,mechanism_node,17426195,1,,GO:0048513,,Organ Function,Extrapulmonary Organ Function Improvement,claude_api,MEDIUM
ARDS_POI:01536,physiotherapy-for-critically-ill-adults,Physiotherapy for critically ill adults,POI_population,physical-therapy-intervention,"Physiotherapy targeting deconditioning, impaired airway clearance, atelectasis, intubation avoidance, and weaning failure in critically ill adult patients.",,,D003294,C0010300,robot_template_row,18283429,1,,,,Critically ill patients,Physiotherapy for critically ill adults,rule,HIGH
ARDS_POI:01537,deconditioning,Deconditioning,POI_mechanism,,,,,D003681,C0011850,kg_nodes,18283429,1,,,,Deconditioning,Deconditioning,claude_api,HIGH
ARDS_POI:01538,impaired-airway-clearance,Impaired airway clearance,POI_mechanism,,,,,D000332,C0231835,kg_nodes,18283429,1,,,,Impaired Airway Clearance,Impaired airway clearance,claude_api,HIGH
ARDS_POI:01539,atelectasis,Atelectasis,POI_mechanism,,,,DOID:9956,D001261,C0004144,kg_nodes,18283429,1,,GO:0097553,,Atelectasis,Atelectasis,rule,HIGH
ARDS_POI:01540,intubation-avoidance,Intubation avoidance,POI_mechanism,,,,,D007442,C0021925,kg_nodes,18283429,1,,,,Endotracheal intubation,Intubation avoidance,rule,HIGH
ARDS_POI:01541,weaning-failure,Weaning failure,POI_mechanism,,,,,D052929,C0239123,kg_nodes,18283429|16276167|12411288,3,,,,Weaning Failure,Weaning failure,claude_api,HIGH
ARDS_POI:01542,physiotherapy-target,Physiotherapy targets,POI_intervention,,,,,E02.760,C0032604,kg_nodes,18283429,1,,,,Physical Therapy,Physiotherapy targets,claude_api,HIGH
ARDS_POI:01543,tocilizumab,Tocilizumab,POI_intervention,monoclonal-antibody-therapy,"Intravenous tocilizumab 8mg/kg up to 800mg, administered twice within 12 hours, for treatment of COVID-19 pneumonia.",,DOID:0080600,D000086382,C5203670,robot_template_row,33080005,1,CHEBI:64360,,,Tocilizumab,Tocilizumab,claude_api,HIGH
ARDS_POI:01544,composite-clinical-worsening,Composite clinical worsening,POI_outcome,,,,,D018450,C0205179,kg_nodes,33080005,1,,,,Clinical Deterioration,Composite clinical worsening,claude_api,HIGH
ARDS_POI:01545,increased-use-noninvasive-ventilation,Increased use of noninvasive ventilation,POI_intervention,,,,,D063886,C3858087,kg_nodes,17962636|16799775,2,,,,Noninvasive ventilation,Increased use of noninvasive ventilation,claude_api,HIGH
ARDS_POI:01546,decreased-tidal-volumes-ards,Decreased tidal volumes in ARDS,POI_intervention,,,,,D008686,C0199470,kg_nodes,17962636,1,,,,Tidal volume ventilation,Decreased tidal volumes in ARDS,rule,HIGH
ARDS_POI:01547,increased-peep-ards,Increased PEEP in ARDS,POI_intervention,,,,,D010863,C0034084,kg_nodes,17962636,1,,,,Positive end-expiratory pressure,Increased PEEP in ARDS,rule,HIGH
ARDS_POI:01548,increased-first-attempt-extubation-success,Increased first-attempt extubation success,POI_outcome,,,,,D005120,C0559470,kg_nodes,17962636,1,,,,Extubation Success,Increased first-attempt extubation success,claude_api,HIGH
ARDS_POI:01549,decreased-use-simv,Decreased use of SIMV,POI_intervention,,,,,D018629,C0199470,kg_nodes,17962636,1,,,,Synchronized Intermittent Mandatory Ventilation,Decreased use of SIMV,claude_api,HIGH
ARDS_POI:01550,improved-ards-outcomes,Improved ARDS outcomes,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,17962636,1,,,,Acute respiratory distress syndrome,Improved ARDS outcomes,rule,HIGH
ARDS_POI:01551,improved-weaning-outcomes,Improved weaning outcomes,POI_outcome,,,,,D015300,C0043157,kg_nodes,17962636,1,,,,Weaning success,Improved weaning outcomes,claude_api,MEDIUM
ARDS_POI:01552,improved-ventilation-practices,Improved ventilation practices,POI_outcome,,,,,D014691,C0042812,kg_nodes,17962636,1,,GO:0007588,,Ventilation,Improved ventilation practices,claude_api,MEDIUM
ARDS_POI:01553,post-covid,Post-COVID era,POI_context,,,,,D000086382,C5516041,kg_nodes,17962636|31408142,2,,,,Post-COVID-19 Period,Post-COVID era,claude_api,MEDIUM
ARDS_POI:01554,fluid-challenge,fluid challenge,POI_intervention,fluid-therapy,"Fluid challenge with either 1,000 ml crystalloids or 500 ml colloids to assess fluid responsiveness.",,,D005440,C0150357,robot_template_row,15754196,1,,,,Fluid Therapy,fluid challenge,claude_api,HIGH
ARDS_POI:01555,pulse-pressure-variation-deltapp,Pulse pressure variation (DeltaPP),POI_intervention,,,,,D058185,C1456820,kg_nodes,15754196,1,,,,Pulse Pressure Variation,Pulse pressure variation (DeltaPP),claude_api,HIGH
ARDS_POI:01556,tidal-volume-gt8ml-kg,Tidal volume >8 ml/kg,POI_context,,,,,D008686,C0199470,kg_nodes,15754196,1,,,,Tidal volume ventilation,Tidal volume >8 ml/kg,rule,HIGH
ARDS_POI:01557,tidal-volume-lt8ml-kg,Tidal volume <8 ml/kg,POI_context,,,,,D008686,C0199470,kg_nodes,15754196,1,,,,Tidal volume ventilation,Tidal volume <8 ml/kg,rule,HIGH
ARDS_POI:01558,lymphopenia-on-admission,Lymphopenia on admission,POI_intervention,COVID-19-prognostic-factor,Low lymphocyte count on admission as a marker of severe COVID-19 disease course.,,DOID:614,D008231,C0024141,robot_template_row,32483488,1,,,,Lymphopenia,Lymphopenia on admission,claude_api,HIGH
ARDS_POI:01559,severe-covid-19-outcomes,Severe COVID-19 outcomes,POI_outcome,,,,DOID:0080600,D000086382,C5203670,kg_nodes,32483488,1,,,,COVID-19,Severe COVID-19 outcomes,rule,HIGH
ARDS_POI:01560,lung-protective-ventilation-with-low-tidal-volumes-and-permissive-hypercapnia,Lung-protective ventilation with low tidal volumes and permissive hypercapnia,POI_intervention,lung-protective-ventilation-strategy,"Ventilation strategy using low tidal volumes (4-7 mL/kg), limitation of peak inspiratory pressure to 30-40 cmH2O, spontaneous breathing with SIMV, and permissive hypercapnia without bicarbonate buffering to reduce ventilator-induced lung injury in severe ARDS.",,DOID:11394,D012128,C0035222,robot_template_row,7924367,1,,,,Low tidal volume ventilation,Lung-protective ventilation with low tidal volumes and permissive hypercapnia,rule,HIGH
ARDS_POI:01561,peak-inspiratory-pressure-limitation,Peak inspiratory pressure limitation,POI_mechanism,,,,,D010366,C0428622,kg_nodes,7924367,1,,,,Peak Inspiratory Pressure,Peak inspiratory pressure limitation,claude_api,MEDIUM
ARDS_POI:01562,regional-lung-overdistention-reduction,Reduction of regional lung overdistension,POI_mechanism,,,,,D008171,,kg_nodes,7924367,1,,GO:0097553,,Alveolar overdistension,Reduction of regional lung overdistension,rule,HIGH
ARDS_POI:01563,ventilator-induced-lung-injury-reduction,Reduced ventilator-induced lung injury,POI_mechanism,,,,,D055371,,kg_nodes,7924367,1,,GO:0097553,,Ventilator-induced lung injury,Reduced ventilator-induced lung injury,rule,HIGH
ARDS_POI:01564,noncardiothoracic-surgery,Noncardiothoracic surgery,POI_context,,,,,D013514,C0038895,kg_nodes,16618957|16618955,2,,,,Surgery,Noncardiothoracic surgery,claude_api,MEDIUM
ARDS_POI:01565,noninvasive-pressure-support-ventilation,noninvasive pressure support ventilation,POI_intervention,weaning-strategy,"Extubation and application of noninvasive pressure support ventilation by face mask, used as an alternative to invasive pressure support ventilation for weaning patients with COPD and acute hypercapnic respiratory failure.",,,D053120,C0199926,robot_template_row,12958051|9556465|7874950,3,,,,Noninvasive Positive Pressure Ventilation,noninvasive pressure support ventilation,claude_api,HIGH
ARDS_POI:01566,successful-weaning-60d,Successful weaning at 60 days,POI_outcome,,,,,D015300,C0199470,kg_nodes,9556465,1,,,,Mechanical ventilation weaning,Successful weaning at 60 days,claude_api,MEDIUM
ARDS_POI:01567,improved-60d-survival,Improved 60-day survival,POI_outcome,,,,,D015996,C0038952,kg_nodes,9556465,1,,,,Survival,Improved 60-day survival,claude_api,HIGH
ARDS_POI:01568,avoidance-of-intubation-complications,Avoidance of intubation complications,POI_mechanism,,,,,D007442,C0021925,kg_nodes,9556465,1,,,,Endotracheal intubation,Avoidance of intubation complications,rule,HIGH
ARDS_POI:01569,alveolar-recruitment,Alveolar recruitment,POI_mechanism,,,,,D000072601,,kg_nodes,9556465,1,,GO:0045087,,Alveolar recruitment,Alveolar recruitment,rule,HIGH
ARDS_POI:01570,copd-respiratory-failure,COPD with respiratory failure,POI_context,,,,DOID:0050741,D003950,C0010200,kg_nodes,9556465,1,,,,Chronic Obstructive Pulmonary Disease with Respiratory Failure,COPD with respiratory failure,claude_api,HIGH
ARDS_POI:01571,alveolar-recruitment-noninvasive-ventilation,Alveolar Recruitment Noninvasive Ventilation,POI_mechanism,biological-process,,,,D000072601,,mechanism_node,9556465,1,,GO:0045087,,Alveolar recruitment,Alveolar Recruitment Noninvasive Ventilation,rule,HIGH
ARDS_POI:01572,respiratory-mechanics-optimization,Respiratory Mechanics Optimization,POI_mechanism,biological-process,,,,D012378,C0035203,mechanism_node,9556465,1,,GO:0007588,,Respiratory Mechanics,Respiratory Mechanics Optimization,claude_api,MEDIUM
ARDS_POI:01573,gas-exchange-improvement,Gas Exchange Improvement,POI_mechanism,biological-process,,,,D005441,C0016548,mechanism_node,9556465,1,,GO:0006810,,Gas Exchange,Gas Exchange Improvement,claude_api,HIGH
ARDS_POI:01574,airway-pressure-release-ventilation-with-spontaneous-breathing,Airway pressure release ventilation with spontaneous breathing,POI_intervention,lung-protective-ventilation-strategy,"Ventilation strategy using APRV mode with continuous spontaneous breathing, enabled by infusion of sedatives (Ramsay score 3).",APRV with spontaneous breathing,,D000707,C0001285,robot_template_row,11435237,1,,,,Airway Pressure Release Ventilation,Airway pressure release ventilation with spontaneous breathing,claude_api,HIGH
ARDS_POI:01575,spontaneous-breathing-during-aprv,Spontaneous breathing during APRV,POI_intervention,,,,,D001722,C0005147,kg_nodes,11435237,1,,GO:0001985,,Spontaneous breathing,Spontaneous breathing during APRV,claude_api,HIGH
ARDS_POI:01576,improved-cardiopulmonary-function,Improved cardiopulmonary function,POI_outcome,,,,,D002319,C0006104,kg_nodes,11435237,1,,GO:0003015,,Cardiopulmonary function,Improved cardiopulmonary function,claude_api,HIGH
ARDS_POI:01577,reduced-sedation-requirements,Reduced sedation requirements,POI_outcome,,,,,D003612,C0036557,kg_nodes,11435237,1,,,,Sedation,Reduced sedation requirements,rule,HIGH
ARDS_POI:01578,recruitment-of-atelectatic-lung-units,Recruitment Of Atelectatic Lung Units,POI_mechanism,biological-process,,,,D001261,C0231820,mechanism_node,11435237,1,,GO:0001666,,Recruitment of atelectatic lung units,Recruitment Of Atelectatic Lung Units,claude_api,HIGH
ARDS_POI:01579,lung-expansion-interventions,Lung expansion interventions,POI_intervention,perioperative-pulmonary-care-strategy,"Incentive spirometry, deep breathing exercises, and continuous positive airway pressure to expand and recruit atelectatic lung regions after noncardiothoracic surgery.",,,D011656,C0032943,robot_template_row,16618957,1,,,,Pulmonary Expansion,Lung expansion interventions,claude_api,MEDIUM
ARDS_POI:01580,reduced-postoperative-pulmonary-complications,Reduced postoperative pulmonary complications,POI_outcome,,,,,D011656,C0032943,kg_nodes,16618957,1,,,,Pulmonary complications,Reduced postoperative pulmonary complications,rule,HIGH
ARDS_POI:01581,abdominal-surgery,Abdominal surgery,POI_context,,,,,D000015,C0001904,kg_nodes,16618957|19826023|11555536|17167013|25466352,5,,,,Abdominal Surgical Procedures,Abdominal surgery,claude_api,HIGH
ARDS_POI:01582,selective-nasogastric-tube-use-abdominal-surgery,Selective nasogastric tube use after abdominal surgery,POI_intervention,,,,,D017721,C0028807,kg_nodes,16618957,1,,,,Nasogastric tube insertion,Selective nasogastric tube use after abdominal surgery,claude_api,HIGH
ARDS_POI:01583,short-acting-neuromuscular-blocking-agents,Short-acting neuromuscular blocking agents,POI_intervention,,,,,D009464,C0027947,kg_nodes,16618957,1,CHEBI:64100,,,Neuromuscular blockade,Short-acting neuromuscular blocking agents,rule,HIGH
ARDS_POI:01584,new-ventilatory-approach-for-ards,new ventilatory approach for ARDS,POI_disease,lung-protective-ventilation-strategy,"Ventilation strategy for ARDS aimed at minimizing alveolar overdistension and cyclic reopening, including maintenance of PEEP above lower inflection point, low VT, and pressure-limited modes.",NA,DOID:11394,D012128,C0035222,robot_template_row,8520744,1,,,,Acute respiratory distress syndrome,new ventilatory approach for ARDS,rule,HIGH
ARDS_POI:01585,new-ventilatory-approach-na,New ventilatory approach,POI_intervention,,,,,D045647,C0087153,kg_nodes,8520744,1,,,,Mechanical Ventilation,New ventilatory approach,claude_api,MEDIUM
ARDS_POI:01586,improved-pao2-fio2,Improved PaO2/FiO2 ratio,POI_outcome,,,,,D010100,C0242402,kg_nodes,8520744|8630585,2,,,,Oxygenation,Improved PaO2/FiO2 ratio,rule,HIGH
ARDS_POI:01587,reduced-fio2-time-above-50,Reduced time with FiO2 > 50%,POI_outcome,,,,,D010100,C0030666,kg_nodes,8520744,1,,,,Reduced oxygen therapy duration,Reduced time with FiO2 > 50%,claude_api,MEDIUM
ARDS_POI:01588,reduced-fio2-at-day-of-death,Reduced FiO2 at day of death,POI_outcome,,,,,D009026,C0026565,kg_nodes,8520744,1,,,,Mortality,Reduced FiO2 at day of death,rule,HIGH
ARDS_POI:01589,improved-weaning-rate,Improved weaning rate,POI_outcome,,,,,D015300,C0043083,kg_nodes,8520744,1,,,,Weaning Success,Improved weaning rate,claude_api,MEDIUM
ARDS_POI:01590,no-difference-in-mortality,No difference in mortality,POI_outcome,,,,,D009026,C0026565,kg_nodes,30888444|8520744,2,,,,Mortality,No difference in mortality,rule,HIGH
ARDS_POI:01591,alveolar-overdistension,Alveolar overdistension,POI_mechanism,,,,,D008171,,kg_nodes,8520744,1,,GO:0097553,,Alveolar overdistension,Alveolar overdistension,rule,HIGH
